artist,cp,section,song
Cyndi Lauper,"5,6,4,5",Chorus,Time After Time
Plastic Tree,"5,6,4,5",Verse and Pre-Chorus,Mizuiro Girlfriend
ItaloBrothers,"5,6,4,5",Pre-Chorus,Stamp on the Ground
ItaloBrothers,"5,6,4,5",Instrumental,Stamp on the Ground
Krewella,"5,6,4,5",Chorus,One Minute
Krewella,"5,6,4,5",Verse and Pre-Chorus,One Minute
Kelly Clarkson,"5,6,4,5",Bridge,Behind These Hazel Eyes
Madonna,"5,6,4,5",Chorus,Material Girl
David Archuleta,"5,6,4,5",Intro,A Little Too Not Over You
Skyrim,"5,6,4,5",Intro,Dragonborn
Skyrim,"5,6,4,5",Chorus,Dragonborn
Fonic,"5,6,4,5",Chorus,The Hero
Taylor Swift,"5,6,4,5",Chorus,Love Story
Tegan and Sara,"5,6,4,5",Verse,I Was A Fool
The Begging Sea,"5,6,4,5",Pre-Chorus,All We've Got
The Avett Brothers,"5,6,4,5",Chorus,Kick Drum Heart
Backstreet Boys,"5,6,4,5",Chorus,The One
Britney Spears,"5,6,4,5",Chorus,Stronger
They Might Be Giants,"5,6,4,5",Verse,Where Your Eyes Don't Go
Fort Minor,"5,6,4,5",Instrumental,Remember The Name
Lindsey Stirling,"5,6,4,5",Chorus,Moon Trance
Globus,"5,6,4,5",Verse,Europa
Globus,"5,6,4,5",Chorus,Europa
Globus,"5,6,4,5",Chorus Lead-Out,Europa
Globus,"5,6,4,5",Pre-Chorus,Europa
Krewella,"5,6,4,5",Intro,Human
Krewella,"5,6,4,5",Verse,Human
Rockwell,"5,6,4,5",Intro,Somebody's Watching Me
Youngblood Hawke,"5,6,4,5",Chorus,We Come Running - Vicetone Remix
Dragonforce,"5,6,4,5",Verse,Through the Fire and Flames
Lost Horizon,"5,6,4,5",Pre-Outro,Highlander
Iron Maiden,"5,6,4,5",Intro,Fear of the Dark
Iron Maiden,"5,6,4,5",Verse,Fear of the dark
Scorpions,"5,6,4,5",Chorus,Wind of change
Counting Crows,"5,6,4,5",Intro,Mr Jones
Pegboard Nerds,"5,6,4,5",Instrumental,Disconnected
The Wanted,"5,6,4,5",Chorus,We Own The Night
Pegboard Nerds and Tristam,"5,6,4,5",Verse,Razor Sharp
Bruce Dickinson,"5,6,4,5",Bridge,Arc Of Space
Bruce Dickinson,"5,6,4,5",Chorus,Arc Of Space
Helloween,"5,6,4,5",Intro,I Want Out
Tamas Wells,"5,6,4,5",Verse and Pre-Chorus,A Plea En Vendredi
Tristam,"5,6,4,5",Chorus,I Remember
Tristam,"5,6,4,5",Verse,Truth
Razihel and Virtual Riot,"5,6,4,5",Chorus,One For All All For One
Spongebob Squarepants,"5,6,4,5",Verse,Krusty Krab Training Video Intro
Damjan Mravunac,"5,6,4,5",Intro,Corridor Of Death
Hampton the Hampster,"5,6,4,5",Chorus,Hampster Dance
Roxette,"5,6,4,5",Chorus,How Do You Do
Nightwish,"5,6,4,5",Intro and Verse,Last Of the Wilds
Jacksfilms,"5,6,4,5",Intro,Jackisanerd
Bingo Players,"5,6,4,5",Chorus,Cry Just a Little
Katy Perry,"5,6,4,5",Verse,Dark Horse
Hank Green,"5,6,4,5",Verse,It All Makes Sense at the End
nanobii,"5,6,4,5",Chorus,Sugar Rush
Ozzy Osbourne,"5,6,4,5",Intro,Crazy Train
Tristam,"5,6,4,5",Chorus,Truth
Bonnie Mckee,"5,6,4,5",Verse,American Girl
Kanye West,"5,6,4,5",Chorus,Runaway
Iron Maiden,"5,6,4,5",Solo,Afraid to Shoot Strangers
Chase and Status,"5,6,4,5",Chorus,Time
Simon Gain and Jay Adams and TooManyLeftHands,"5,6,4,5",Chorus,Good Morning Copenhagen
Paris Hilton,"5,6,4,5",Chorus,My BFF
Alstroemeria Records,"5,6,4,5",Chorus,Lovelight - Bad Apple
Judas Priest,"5,6,4,5",Intro,Breaking The Law
Tiggy,"5,6,4,5",Chorus,Abracadabra
Kyle Gabler,"5,6,4,5",Chorus,World of Goo - Rain Rain Windy Windy
Cro,"5,6,4,5",Intro,Einmal Um Die Welt
ZUN,"5,6,4,5",Chorus,Hartmann's Youkai Girl
Backstreet Boys,"5,6,4,5",Verse,Show Me The Meaning Of Being Lonely
Vanessa Hudgens,"5,6,4,5",Chorus,When There Was Me and You - High School Musical
Vanessa Hudgens,"5,6,4,5",Outro,When There Was Me and You - High School Musical
ZUN,"5,6,4,5",Chorus,Lunatic Eyes - Invisible Full Moon
Alexandra Stan,"5,6,4,5",Verse and Pre-Chorus,Get Back ASAP
Muzzy,"5,6,4,5",Intro,The Phantom
Eric Clapton,"5,6,4,5",Intro,Layla
Yeah Yeah Yeahs,"5,6,4,5",Chorus,Heads Will Roll
ZUN,"5,6,4,5",Intro,Desire Drive
ZUN,"5,6,4,5",Chorus,Spring Lane - Colorful Path
Uni Akiyama,"5,6,4,5",Pre-Chorus and Chorus,Shoutoku Legend - True Administrator
Frank Zappa,"5,6,4,5",Verse,Heavy Duty Judy
ZUN,"5,6,4,5",Chorus,The Great Fairy Wars - Fairy Wars
Passenger,"5,6,4,5",Verse,Let Her Go
Nightwish,"5,6,4,5",Bridge,The Poet and the Pendulum
ZUN,"5,6,4,5",Chorus,Cemetery of Onbashira - Grave of Being
Archie feat Brenton Mattheus,"5,6,4,5",Verse and Pre-Chorus,Kingdom 
Kelis,"5,6,4,5",Chorus,Brave
Vicetone,"5,6,4,5",Chorus,Steamfunk 2013
Mylene Farmer,"5,6,4,5",Chorus,Desenchantee
Anamanaguchi,"5,6,4,5",Chorus,Akira
REM,"5,6,4,5",Intro,Losing My Religion
HertzDevil,"5,6,4,5",Verse,Extends Levant
Frank Zappa,"5,6,4,5",Solo,Heavy Duty Judy
Kelly Clarkson,"5,6,4,5",Verse and Pre-Chorus,Catch My Breath
Mike Oldfield,"5,6,4,5",Verse and Pre-Chorus,Moonlight Shadow feat Maggie Reilly
Naruto,"5,6,4,5",Instrumental,Sadness and Sorrow
Jacksfilms,"5,6,4,5",Chorus,Give This Song A Title
Maroon 5,"5,6,4,5",Chorus Lead-Out,Maps
Maroon 5,"5,6,4,5",Chorus,Maps
Game Freak,"5,6,4,5",Pre-Chorus,Vs Hugh
John Mayer,"5,6,4,5",Chorus,Half of My Heart
Ed Sheeran,"5,6,4,5",Chorus,I See Fire
Cartoons,"5,6,4,5",Chorus,Witch Doctor
Alphaville,"5,6,4,5",Verse,Forever Young
ZUN,"5,6,4,5",Verse,A God That Loves People - Romantic Fall
Green Day,"5,6,4,5",Chorus,X-Kid
Alphaville,"5,6,4,5",Chorus,Forever Young
S Club 7,"5,6,4,5",Chorus,Never Had A Dream Come True
Ken'ichi Ookuma,"5,6,4,5",Chorus,Crossbone Gundam - Crossbone Vanguard
Quintet,"5,6,4,5",Chorus Lead-Out,Super Robot Wars - So Close Yet so Far
WoodenToaster,"5,6,4,5",Bridge,Rainbow Factory
WoodenToaster ,"5,6,4,5",Instrumental,Rainbow Factory
Serge Gainsbourg and Brigitte Bardot,"5,6,4,5",Intro,Bonnie and Clyde
The Gaslight Anthem,"5,6,4,5",Verse,The Spirit of Jazz
Flo Rida,"5,6,4,5",Chorus,I Cry
Mark Mothersbaugh,"5,6,4,5",Pre-Chorus,The Sims 2 - Bare Bones
Central Unit,"5,6,4,5",Intro,Saturday Nite
Particles of Lit,"5,6,4,5",Chorus,Mockingjay Song
Ryuji Sasai,"5,6,4,5",Chorus,Final Fantasy Legend III - The Talon
The Living End,"5,6,4,5",Chorus,All Torn Down
Sid,"5,6,4,5",Pre-Chorus,Monochrome Kiss
Men At Work,"5,6,4,5",Verse,Land Down Under
Men At Work,"5,6,4,5",Chorus,Land Down Under
Riko Hirai - Reina Kaihara,"5,6,4,5",Verse and Pre-Chorus,Fairy Dang-Sing - Gekka ni Yousei wa Mau
The Living Tombstone,"5,6,4,5",Verse,Sorry Jack
Sonic Underground,"5,6,4,5",Chorus,Sonic Underground Theme Song
The Jetzons,"5,6,4,5",Chorus,Hard Times
Breeze vs UFO and Lost Witness,"5,6,4,5",Intro,Love To The Stars - Azora Remix
The Beatles,"5,6,4,5",Verse and Pre-Chorus,I Should Have Known Better
The World Ends With You,"5,6,4,5",Chorus,Deja Vu
Mika Nakashima,"5,6,4,5",Chorus,ichiban kirei na watashi wo
Michiru Yamane,"5,6,4,5",Verse,Castlevania DoS - Condemned Tower
Erick Strong,"5,6,4,5",Chorus,Stars
Berryz Kobo,"5,6,4,5",Intro,Dakishimete Dakishimete
One Direction ,"5,6,4,5",Chorus,Night Changes 
NIGORO,"5,6,4,5",Verse,Fearless Challenger
Riviera The Promised Land,"5,6,4,5",Pre-Chorus and Chorus,All You Have To Do Is Practice
Disney,"5,6,4,5",Chorus Lead-Out,I'll Make A Man Out Of You
Eufonius,"5,6,4,5",Chorus,Mag Mell Cuckool Mix 2007 - Clannad OP
Zabutom,"5,6,4,5",Verse and Chorus,Zeta Force - Level 2
myuu,"5,6,4,5",Pre-Chorus,Something's Wrong
Alestorm,"5,6,4,5",Intro,Shipwrecked
10cc,"5,6,4,5",Intro and Verse,The Wall Street Shuffle
Jonathan Mann,"5,6,4,5",Chorus,Hey Defriender
Kinuyo Yamashita,"5,6,4,5",Verse,Mega Water S Stage
Konami,"5,6,4,5",Chorus,Ys VI - Release of the Far West Ocean
Christopher Tin,"5,6,4,5",Instrumental,Baba Yetu
Carrie Underwood,"5,6,4,5",Chorus,Good Girl
Genesis,"5,6,4,5",Chorus,Scenes From A Night's Dream
Rush,"5,6,4,5",Verse,Subdivisions
Rush,"5,6,4,5",Chorus,Subdivisions
Rush,"5,6,4,5",Outro,Subdivisions
Toby Keith,"5,6,4,5",Chorus,Courtesy of the Red White and Blue
KEYTALK,"5,6,4,5",Verse,Ouka Ranman
littlelamp100,"5,6,4,5",Verse,Mega Man Infamous Intent - Warped Reality
littlelamp100,"5,6,4,5",Outro,Mega Man Infamous Intent - Countless Tomes
Robin,"5,6,4,5",Chorus,Hiljainen Tytto
Robin,"5,6,4,5",Chorus Lead-Out,Hiljainen Tytto
The Mighty Mighty Bosstones,"5,6,4,5",Chorus,The Upper Hand
Yuko Takehara,"5,6,4,5",Chorus,Mega Man 6 - Tomahawk Man Stage
ZUN,"5,6,4,5",Chorus,Child of Are
The Mighty Mighty Bosstones,"5,6,4,5",Chorus,So Sad To Say
ZUN,"5,6,4,5",Outro,Child of Are
Flip and Fill,"5,6,4,5",Verse,Irish Blue
Michael Sembello,"5,6,4,5",Verse,Maniac
Michael Sembello,"5,6,4,5",Chorus,Maniac
Sy And Demo,"5,6,4,5",Chorus,Stay With Me
Paramore,"5,6,4,5",Verse,That's What You Get
ZUN,"5,6,4,5",Chorus,Eternal Shrine Maiden
ZUN,"5,6,4,5",Intro,Plastic Mind
Bastille,"5,6,4,5",Chorus,Bad Blood
The Mighty Mighty Bosstones,"5,6,4,5",Chorus,A Jackknife to a Swan
Within Temptation,"5,6,4,5",Intro,A Demon's Fate
Rob Abernethy,"5,6,4,5",Verse,A Walk In The Shire
Irish Stew of Sindidun,"5,6,4,5",Verse and Pre-Chorus,I Will Never Be Your Friend
Dire Straits,"5,6,4,5",Verse,Brothers In Arms
Patent Pending,"5,6,4,5",Bridge,Hey Mario
Hudson Mohawke,"5,6,4,5",Pre-Chorus,Fuse
Girls' Generation,"5,6,4,5",Intro,Oh
Rick Springfield,"5,6,4,5",Intro and Verse,Jessie's Girl
Ellie Goulding,"5,6,4,5",Chorus,On My Mind
Shawn Mendes,"5,6,4,5",Verse and Pre-Chorus,Stitches
Madonna,"5,6,4,5",Chorus,Sorry
Chino y Nacho,"5,6,4,5",Chorus,Tu Angelito
Selena Gomez,"5,6,4,5",Verse,Same Old Love
Tool,"5,6,4,5",Chorus,Aenima
Girls' Generation,"5,6,4,5",Chorus,Into The New World
Nathan Ford,"5,6,4,5",Verse,Deck of War - Battle
Allen Watts,"5,6,4,5",Chorus,Gravity
Manufactured Superstars,"5,6,4,5",Chorus,Like Satellites - Mike Candys Remix
ZUN,"5,6,4,5",Verse,Dreamy Pilot
Tantric,"5,6,4,5",Chorus,Breakdown
Love and Theft,"5,6,4,5",Chorus,Angel Eyes
Def Leppard,"5,6,4,5",Chorus,Bringin' On The Heartbreak
ZUN,"5,6,4,5",Pre-Chorus,A World of Nightmares Never Seen Before
Cat Stevens,"5,6,4,5",Verse,Peace Train
Fleetwood Mac,"5,6,4,5",Chorus,Everywhere
Fountains of Wayne,"5,6,4,5",Verse,Hey Julie
Steve Aoki vs Dimitri Vegas and Like Mike,"5,6,4,5",Chorus,We Are Legend
Shannon,"5,6,4,5",Verse,Let The Music Play
Franck Keller and Ygal Ama,"5,6,4,5",Pre-Chorus and Chorus,Code Lyoko Theme
4 Strings,"5,6,4,5",Pre-Chorus and Chorus,Take Me Away
BTS,"5,6,4,5",Chorus,I Need U
Iron Maiden,"5,6,4,5",Chorus,Aces High
ZUN,"5,6,4,5",Verse,Faraway Voyage of 380 000 Kilometers
Justin Bieber,"5,6,4,5",Pre-Chorus and Chorus,Love Yourself
ZUN,"5,6,4,5",Pre-Chorus,Theme of Eastern Story
Toku-P,"5,6,4,5",Bridge,ARiA
ZUN,"5,6,4,5",Chorus,Theme of Eastern Story
Eisley,"5,6,4,5",Verse,Drink The Water
Nintendo,"5,6,4,5",Pre-Chorus and Chorus,Super Mario Land - Chai Kingdom
Coldplay,"5,6,4,5",Chorus,Hymn For The Weekend
Icelandic Folk,"5,6,4,5",Instrumental,Islandsljod
Robyn,"5,6,4,5",Verse,Call Your Girlfriend
Adele,"5,6,4,5",Bridge,Hello
Richard Marx,"5,6,4,5",Chorus,Richard Marx - Right Here Waiting
Richard Marx,"5,6,4,5",Chorus,Right Here Waiting
Knife Party,"5,6,4,5",Verse,Reconnect
ZUN,"5,6,4,5",Intro,Purest Sky and Sea
ZUN,"5,6,4,5",Verse,Purest Sky and Sea
ZUN,"5,6,4,5",Outro,Purest Sky and Sea
Toru Minegishi,"5,6,4,5",Chorus,Splatfest Battle - Ink Me Up
Wan Wan,"5,6,4,5",Verse,World Yamataizer
Brand New,"5,6,4,5",Intro,Not the Sun
Brand New,"5,6,4,5",Pre-Chorus,Not the Sun
WhiteFlame,"5,6,4,5",Verse,Senbonzakura
WhiteFlame,"5,6,4,5",Chorus,Senbonzakura
ZUN,"5,6,4,5",Pre-Chorus,Bell of Avici - Infinite Nightmare
ZUN,"5,6,4,5",Chorus,Bell of Avici - Infinite Nightmare
Nightwish,"5,6,4,5",Intro,Ever Dream
The Killers,"5,6,4,5",Chorus,Human
Angus and Julia Stone,"5,6,4,5",Bridge,Big Jet Plane
ZUN,"5,6,4,5",Intro,Because Princess Inada Is Scolding Me
ZUN,"5,6,4,5",Outro,Because Princess Inada Is Scolding Me
ZUN,"5,6,4,5",Verse,The Wheelchair's Future in Space
Black20 Studios,"5,6,4,5",Intro and Verse,I Am A Building
ZUN,"5,6,4,5",Verse,Mystic Dream
Toby Fox,"5,6,4,5",Pre-Outro,Megalovania
Toby Fox,"5,6,4,5",Outro,Megalovania
Beck,"5,6,4,5",Verse and Pre-Chorus,Blue Moon
Shinichi Sakamoto,"5,6,4,5",Verse,Side-Crawler's Dance
ZUN,"5,6,4,5",Intro,Fate of 60 Years
nanobii,"5,6,4,5",Chorus,HYPER DRIVE
Kevin Gates,"5,6,4,5",Chorus,2 Phones
Martin Garrix - Tiesto,"5,6,4,5",Chorus,The Only Way Is Up
Anamanaguchi,"5,6,4,5",Chorus,Rock Club
Marina and the Diamonds,"5,6,4,5",Chorus,Oh No
Nintendo,"5,6,4,5",Chorus,GBA Sky Garden - Mario Kart DS
Toby Fox,"5,6,4,5",Verse,Stronger Monsters
ZUN,"5,6,4,5",Verse,Onigashima in Fairy Land - Missing Power
Jay Hardway,"5,6,4,5",Chorus,Stardust
Nobuo Uematsu,"5,6,4,5",Verse,Fighting - Final Fantasy VII
Austin Jorgensen,"5,6,4,5",Chorus,Goodbye Baby
Wan Wan,"5,6,4,5",Verse,Sky-Filling Departed Spirit - Lightning Word
DJ Khaled,"5,6,4,5",Chorus,All I Do Is Win
Van Halen,"5,6,4,5",Pre-Chorus,Right Now
ZUN,"5,6,4,5",Verse,Legend of the Great Gods
ZUN,"5,6,4,5",Chorus,Dreamy Pilot
Blink-182,"5,6,4,5",Chorus,She's Out Of Her Mind
Adele,"5,6,5,4",Chorus,Rolling In The Deep
Celine Dion,"5,6,5,4",Chorus,My Heart Will Go On
Dire Straits,"5,6,5,4",Chorus,Sultans of Swing
Gotye,"5,6,5,4",Chorus,Somebody That I Used To Know
Jimi Hendrix,"5,6,5,4",Verse,All Along The Watchtower
Kelly Clarkson,"5,6,5,4",Chorus,Already Gone
Nicki Minaj,"5,6,5,4",Chorus,Turn Me On
Nobuo Uematsu,"5,6,5,4",Chorus Lead-Out,Atma Weapon Theme
Nobuo Uematsu,"5,6,5,4",Verse,Final Fantasy IV Battle Theme
Nobuo Uematsu,"5,6,5,4",Intro,Final Fantasy VI Boss Battle Theme
Oasis,"5,6,5,4",Pre-Chorus and Chorus,Don't Go Away
Skrillex,"5,6,5,4",Pre-Chorus,Scary Monsters And Nice Sprites
Taylor Swift,"5,6,5,4",Chorus,Mine
Taylor Swift,"5,6,5,4",Chorus,We Are Never Ever Getting Back Together
Train,"5,6,5,4",Chorus,Drive By
Madonna,"5,6,5,4",Chorus,Girl Gone Wild
Gotye,"5,6,5,4",Chorus,Somebody That Used To Know
Passenger,"5,6,5,4",Intro,Let Her Go
Don McLean,"5,6,5,4",Pre-Chorus,American Pie
John Coltrane,"5,6,5,4",Verse,Afro Blue
Nsync,"5,6,5,4",Chorus,Tearin' Up My Heart
Deadmau5,"5,6,5,4",Pre-Chorus,Raise Your Weapon - Madeon Remix
Daniel Powter,"5,6,5,4",Chorus,Bad Day
Bob Dylan,"5,6,5,4",Verse,All Along The Watchtower
Blink 182,"5,6,5,4",Chorus,What's My Age Again
Plastic Tree,"5,6,5,4",Verse and Pre-Chorus,Mizuiro Girlfriend
Dj Sammy,"5,6,5,4",Instrumental,Heaven
Dj Sammy,"5,6,5,4",Chorus,Heaven
Basto,"5,6,5,4",Chorus,Again and Again
Hurricane 1,"5,6,5,4",Chorus,Only The Strongest Will Survive
Daft Punk,"5,6,5,4",Intro and Verse,Doin' it Right
JayKay - Lil Wayne - Rick Ross - Mack 10 ,"5,6,5,4",Pre-Chorus and Chorus,Party Encore
Queen,"5,6,5,4",Intro,I Want To Break Free
Queen,"5,6,5,4",Pre-Chorus and Chorus,I Want To Break Free
Lady Gaga,"5,6,5,4",Pre-Chorus,Applause
Lady Gaga,"5,6,5,4",Chorus,Applause
Mongo Santamaria,"5,6,5,4",Verse,Afro Blue
Lou Reed,"5,6,5,4",Verse and Pre-Chorus,Perfect Day
Green Day,"5,6,5,4",Verse,Good Riddance - Time of Your Life
Green Day,"5,6,5,4",Solo,Good Riddance - Time of Your Life
Enya,"5,6,5,4",Chorus,Anywhere Is
Crush 40,"5,6,5,4",Verse and Pre-Chorus,Escape from the City
Helloween,"5,6,5,4",Chorus,A tale that wasn't right
Iron Maiden,"5,6,5,4",Chorus,Fear of the Dark
Knife Party,"5,6,5,4",Bridge,Rage Valley
Dash Berlin,"5,6,5,4",Chorus,Man on the Run
Suzanne Vega,"5,6,5,4",Verse,Luka
David Tavare,"5,6,5,4",Verse,Summer Love
Lady Gaga,"5,6,5,4",Verse and Pre-Chorus,Do What U Want
Helloween,"5,6,5,4",Chorus,Halloween
Petter - Daniel Adams-Ray,"5,6,5,4",Chorus,Hall om mig
Lana Del Rey,"5,6,5,4",Verse,Diet Mtn Dew
Hank Green,"5,6,5,4",Chorus,It All Makes Sense at the End
Nicky Romero and Krewella,"5,6,5,4",Chorus,Legacy - Vicetone Remix
Nause,"5,6,5,4",Chorus,Hungry Hearts
Insan3Lik3,"5,6,5,4",Chorus,The Other Day
Bruno Mars,"5,6,5,4",Intro and Verse,Locked Out Of Heaven
Bruno Mars,"5,6,5,4",Pre-Chorus,Locked Out Of Heaven
Alligatoah,"5,6,5,4",Pre-Chorus and Chorus,Narben
Betty Who,"5,6,5,4",Chorus,Somebody Loves You
Callaway and Rosta,"5,6,5,4",Chorus,Rest Of Me
Forever The Sickest Kids,"5,6,5,4",Intro,Whoa Oh Me vs Everyone
Lady Gaga,"5,6,5,4",Pre-Chorus,Just Dance
Lily Allen,"5,6,5,4",Chorus,Sheezus
Skrillex,"5,6,5,4",Pre-Outro,Summit
Lorde,"5,6,5,4",Chorus,Buzzcut Season
Kelly Clarkson,"5,6,5,4",Pre-Chorus and Chorus,Breakaway
Lady Gaga,"5,6,5,4",Chorus,Aura
ZUN,"5,6,5,4",Chorus,Hartmann's Youkai Girl
Avicii,"5,6,5,4",Verse,Liar Liar
ZUN,"5,6,5,4",Chorus,The Capital City of Flowers in the Sky
Cold Chisel,"5,6,5,4",Verse,Khe Sanh
ZUN,"5,6,5,4",Chorus,The Tiger-Patterned Vaisravana
Hans Zimmer - Lisa Gerrard - Klaus Badelt,"5,6,5,4",Verse,Honor Him
Ellie Goulding,"5,6,5,4",Verse and Pre-Chorus,Figure 8
ZUN,"5,6,5,4",Verse,Mystical Oriental Dream - Ancient Temple
ZUN,"5,6,5,4",Verse,Septette for the Dead Princess
Sander van Doorn Martin Garrix DVBBS,"5,6,5,4",Chorus,Gold Skies
Gustav Holst,"5,6,5,4",Bridge,Jupiter from The Planets
Hiroyuki Sawano,"5,6,5,4",Bridge,Mobile Suit Gundam Unicorn - UNICORN
Morten Hampenberg,"5,6,5,4",Chorus,Kiss Me
Yasunori Mitsuda,"5,6,5,4",Chorus,Radical Dreamers
Mako,"5,6,5,4",Pre-Chorus and Chorus,Our Story
HertzDevil,"5,6,5,4",Chorus,Extends Levant
Jet,"5,6,5,4",Verse,Look What You've Done
HertzDevil,"5,6,5,4",Outro,Extends Levant
Regina Spektor,"5,6,5,4",Verse,Samson
Porter Robinson,"5,6,5,4",Pre-Chorus,Fresh Static Snow
Luke Bryan,"5,6,5,4",Chorus,Play It Again
Michael Jackson,"5,6,5,4",Pre-Chorus and Chorus,Smooth Criminal
Michael Jackson,"5,6,5,4",Verse,Beat It
Chase Holfelder,"5,6,5,4",Pre-Chorus,I Want You to Want Me in Minor Key
DJ Genki feat yukacco,"5,6,5,4",Chorus,Planet
Kyle Justin,"5,6,5,4",Chorus,The Angry Video Game Nerd Theme Song
Salia,"5,6,5,4",Intro,Trust
Avicii,"5,6,5,4",Pre-Chorus and Chorus,Father Told Me
Quintet,"5,6,5,4",Pre-Chorus and Chorus,Super Robot Wars - So Close Yet so Far
Matchbox 20,"5,6,5,4",Chorus,3am
Avicii,"5,6,5,4",Chorus,The Nights FIFA 15 Soundtrack
Avicii,"5,6,5,4",Instrumental,The Nights FIFA 15 Soundtrack
Clear Vu,"5,6,5,4",Chorus,Close To You - Re-Con Remix
Apollo,"5,6,5,4",Pre-Chorus,Dance - Re-Con Remix
Apollo,"5,6,5,4",Chorus,Dance - Re-Con Remix
Phil Collins,"5,6,5,4",Chorus,In The Air Tonight
Aryx,"5,6,5,4",Chorus,Chaldea
Within Temptation,"5,6,5,4",Pre-Chorus,Iron
Carrie Underwood,"5,6,5,4",Intro,Before He Cheats
The Rolling Stones,"5,6,5,4",Chorus,Gimme Shelter
Ryuji Sasai,"5,6,5,4",Chorus,Final Fantasy Legend III - The Talon
Michael Buble,"5,6,5,4",Chorus,It's a Beautiful Day
Hamferd,"5,6,5,4",Verse,Harra Gud titt dyra navn og aera
Henry Jackman,"5,6,5,4",Verse,Wreck-It Ralph
Motooi Sakuraba,"5,6,5,4",Instrumental,The Link
Lady Gaga,"5,6,5,4",Chorus,Marry the Night
Hans Zimmer,"5,6,5,4",Verse,Jack Sparrow
Thrice,"5,6,5,4",Verse,Red Sky
Boulder Dash,"5,6,5,4",Chorus,Map Music
Logan Mayers,"5,6,5,4",Verse,Afternoon Regret
Kevin MacLeod,"5,6,5,4",Chorus,Sovereign
Lady Gaga,"5,6,5,4",Chorus,Stuck On Fuckin You
Tom Cochrane,"5,6,5,4",Chorus,Life is a Highway
Infected Mushroom,"5,6,5,4",Verse,Muse Breaks
Aloe Blacc,"5,6,5,4",Chorus,The Man
Homestuck,"5,6,5,4",Chorus,Chartreuse Rewind
Ed Sheeran,"5,6,5,4",Pre-Chorus and Chorus,Thinking Out Loud
Helene Fischer,"5,6,5,4",Chorus,Atemlos
Helene Fischer,"5,6,5,4",Instrumental,Atemlos
Helene Fischer,"5,6,5,4",Verse and Pre-Chorus,Atemlos
Savant,"5,6,5,4",Chorus Lead-Out,Sledgehammer
Bjork,"5,6,5,4",Chorus,Hyperballad
Maroon 5,"5,6,5,4",Bridge,She Will Be Loved
Hiroto Saito,"5,6,5,4",Intro,Megalomachia - Way of the wind
Taylor Swift,"5,6,5,4",Chorus,Style
John Legend and Common,"5,6,5,4",Chorus,Glory
Yasunori Mitsuda,"5,6,5,4",Instrumental,Chrono Trigger - Frog's Theme
justin bieber,"5,6,5,4",Intro,boyfriend
Avicii,"5,6,5,4",Verse and Pre-Chorus,The Nights
Avicii,"5,6,5,4",Pre-Chorus,The Nights
Avicii,"5,6,5,4",Pre-Chorus and Chorus,The Nights
Avicii,"5,6,5,4",Chorus,The Nights
Avicii,"5,6,5,4",Solo,The Nights
Rodriguez Jr,"5,6,5,4",Chorus,Shapes I See
Deathro,"5,6,5,4",Intro,Mega Man Infamous Intent -Barbarian Plain
Deathro,"5,6,5,4",Verse,Mega Man Infamous Intent -Barbarian Plain
Deathro,"5,6,5,4",Bridge,Mega Man Infamous Intent -Barbarian Plain
GSTFS,"5,6,5,4",Verse,Goat Chill
Florence and The Machine,"5,6,5,4",Chorus,Ship To Wreck
Konami,"5,6,5,4",Pre-Chorus,Ys VI - Release of the Far West Ocean
Kansas,"5,6,5,4",Verse,Carry On My Wayward Son
The Cribs,"5,6,5,4",Verse,Burning For No One
Christopher Tin,"5,6,5,4",Bridge,Baba Yetu
Rush,"5,6,5,4",Chorus,Subdivisions
Gotye,"5,6,5,4",Bridge,Somebody That I Used To Know
Radix,"5,6,5,4",Outro,Yuki Satellites
Lady Gaga,"5,6,5,4",Verse and Pre-Chorus,Eh Eh
Krewella,"5,6,5,4",Instrumental,Live for the Night
ZUN,"5,6,5,4",Chorus,Child of Are
Deathro,"5,6,5,4",Chorus,Mega Man Infamous Intent - Gryphon Flight
Yousuke Yasui,"5,6,5,4",Chorus,Megalomachia - Ultraviolet
ZUN,"5,6,5,4",Outro,Child of Are
Michael Calfan,"5,6,5,4",Pre-Chorus and Chorus,Treasured Soul
Cash Cash,"5,6,5,4",Chorus,Overtime
Deathro,"5,6,5,4",Bridge,Mega Man Infamous Intent - Archer Training
Pink Floyd,"5,6,5,4",Bridge,Pigs Three Different Ones
Old Spice,"5,6,5,4",Chorus,Dadsong
Hunter Hayes,"5,6,5,4",Chorus,21
Alkaline Trio,"5,6,5,4",Pre-Chorus and Chorus,Radio
Paramore,"5,6,5,4",Chorus,That's What You Get
ZUN,"5,6,5,4",Chorus,Last Occultism - Esotericist of the Present World
ZUN,"5,6,5,4",Pre-Chorus,Eternal Shrine Maiden
ZUN,"5,6,5,4",Verse,Plastic Mind
Biffy Clyro,"5,6,5,4",Pre-Chorus and Chorus,All The Way Down
blur,"5,6,5,4",Chorus,Coffee and TV
Regina Spektor,"5,6,5,4",Verse,You've Got Time
Rustie,"5,6,5,4",Chorus,After Light
Less Than Jake,"5,6,5,4",Chorus,History Of A Boring Town
Cloud Nothings,"5,6,5,4",Pre-Chorus,I'm Not Part of Me
Bob Seger,"5,6,5,4",Chorus,Night Moves
Sia,"5,6,5,4",Bridge,Cellophane
MitiS,"5,6,5,4",Verse,Life
Madeon,"5,6,5,4",Pre-Chorus,Technicolor
