artist,cp,section,song
Enya,"4,1,5",Verse,May It Be
Imagine Dragons,"4,1,5",Intro and Verse,Demons
Imagine Dragons,"4,1,5",Pre-Chorus and Chorus,Demons
Tamas Wells,"4,1,5",Verse and Pre-Chorus,From Prying Plans into the Fire
Enya,"4,1,5",Bridge,Only Time
Klingande,"4,1,5",Verse,Punga
Bakermat,"4,1,5",Chorus,Uizicht
The Who,"4,1,5",Intro and Verse,Baba O'Riley
Annie Lennox,"4,1,5",Chorus,Into The West
Sophie B Hawkins,"4,1,5",Intro and Verse,As I Lay Me Down
Iron Maiden,"4,1,5",Verse and Pre-Chorus,The Wicker Man
Iron Maiden,"4,1,5",Chorus Lead-Out,The Wicker Man
Enya,"4,1,5",Intro and Verse,Orinico Flow
Enya,"4,1,5",Verse,A Day Without Rain
Enya,"4,1,5",Chorus,Orinico Flow
Scorpions,"4,1,5",Chorus,Still loving you
Idina Menzel,"4,1,5",Chorus,Let It Go
UNiTE,"4,1,5",Verse and Pre-Chorus,Ai -'ation-
UNiTE,"4,1,5",Chorus,Ai -'ation-
Adel Tawil,"4,1,5",Verse,Lieder
Owl City,"4,1,5",Bridge,Alligator Sky
Paris Hilton,"4,1,5",Verse and Pre-Chorus,Nothing In This World
Paris Hilton,"4,1,5",Chorus,Nothing In This World
Enrique Iglesias,"4,1,5",Chorus,Bailamos
Miriam Bryant,"4,1,5",Chorus,Push Play
John Denver,"4,1,5",Chorus,Take Me Home - Country Roads
Instrumental Core,"4,1,5",Chorus,The Angels Among Demons
Brad Paisley and Alison Krauss,"4,1,5",Chorus,Whiskey Lullaby
Dj Fortify,"4,1,5",Solo 1,PEWDIEPIE Song
Dj Fortify,"4,1,5",Solo 2,PEWDIEPIE Song
Audien feat Ruby Prophet,"4,1,5",Instrumental,Circles
Hank Green,"4,1,5",Verse,It All Makes Sense at the End
Peter Schilling,"4,1,5",Chorus,Major Tom - Voellig Losgeloest
Alligatoah,"4,1,5",Intro,Willst Du
Alligatoah,"4,1,5",Chorus,Willst Du
Instrumental Core,"4,1,5",Intro,Free Run
Ozzy Osbourne,"4,1,5",Chorus,Crazy Train
Zedd-ft-Foxes,"4,1,5",Chorus,Clarity Vicetone Remix 
Dzeko-and-Torres-vs-Sarah-McLeod,"4,1,5",Chorus,Hurricane
A-ha,"4,1,5",Chorus,Take On Me
Nause,"4,1,5",Chorus,Hungry Hearts
Roxette,"4,1,5",Outro,The Look
Bonnie Mckee,"4,1,5",Verse,American Girl
Virtual Riot,"4,1,5",Chorus,Energy Drink
The Kooks,"4,1,5",Chorus,Naive
Veggie Tales,"4,1,5",Verse,His Cheeseburger
Jane Taylor,"4,1,5",Solo,Twinkle Twinkle Little Star
Gary Allan,"4,1,5",Chorus,Smoke Rings in the Dark
Gary Allan,"4,1,5",Verse,Smoke Rings in the Dark
Alesso feat Matthew Koma,"4,1,5",Chorus,Years
Flo RIda,"4,1,5",Chorus,Whistle
YB,"4,1,5",Intro and Verse,Flying Butterfly
Whitesnake,"4,1,5",Intro,Here I Go Again
YB,"4,1,5",Pre-Chorus,Flying Butterfly
YB,"4,1,5",Chorus,Flying Butterfly
The Offspring,"4,1,5",Verse,Self Esteem
Boys Like Girls,"4,1,5",Verse,The Great Escape
Mat Zo and Arty,"4,1,5",Chorus,Mozart
Arty,"4,1,5",Chorus,Zara
Sanna Nielsen,"4,1,5",Chorus,Undo
Zedd,"4,1,5",Chorus,Spectrum - Arty Remix
Arty,"4,1,5",Chorus,When I See You
East and Young,"4,1,5",Chorus,Starting Again
Rebecca and Fiona,"4,1,5",Chorus,Bullets - Nause and Adrian Lux Remix
Alligatoah,"4,1,5",Pre-Chorus and Chorus,Narben
Boards of Canada,"4,1,5",Verse,Roygbiv
Daddy Yankee,"4,1,5",Chorus,Limbo
One Direction,"4,1,5",Chorus,Best Song Ever
The Beatles,"4,1,5",Verse,Oh Darling
Tiesto,"4,1,5",Chorus,Red Lights
Lady Gaga,"4,1,5",Chorus,You And I
The Script,"4,1,5",Intro,Hall of Fame
The Script,"4,1,5",Chorus,Hall of Fame
Betty Who,"4,1,5",Chorus,Somebody Loves You
John Legend,"4,1,5",Intro and Verse,All of Me
John Legend,"4,1,5",Pre-Chorus and Chorus,All of Me
Forever The Sickest Kids,"4,1,5",Chorus,Whoa Oh Me vs Everyone
Sonny Rhodes,"4,1,5",Verse,Firefly Theme - Ballad Of Serenity
Langhorne Slim,"4,1,5",Verse,Worries
The All-American Rejects,"4,1,5",Verse,Dirty Little Secret
The Beatles,"4,1,5",Verse,Two Of Us
Bruno Mars,"4,1,5",Bridge,Treasure - Audien Remix
Starbomb,"4,1,5",Intro,Luigi's Ballad
Alphaville,"4,1,5",Intro,Big In Japan
Counting Crows,"4,1,5",Intro,Accidentally in Love
Semisonic,"4,1,5",Intro and Verse,Closing Time
Shakira,"4,1,5",Chorus,Las De La Intuicion
Vienna Teng,"4,1,5",Intro and Verse,Goodnight New York
Mumford and Sons,"4,1,5",Chorus,Little Lion Man
Florida Georgia Line,"4,1,5",Chorus,Cruise
Red Hot Chili Peppers,"4,1,5",Verse,Under The Bridge
Red Hot Chili Peppers,"4,1,5",Chorus,Under The Bridge
All Levels at Once,"4,1,5",Chorus,Phoenix
Fergie,"4,1,5",Chorus,Big Girls Don't Cry
Kelly Clarkson,"4,1,5",Pre-Chorus and Chorus,Breakaway
Above and Beyond,"4,1,5",Intro,Good For Me - Ambient Mix -
Cadence,"4,1,5",Chorus,I Surrender Hixxy Hardcore Remix
Above and Beyond,"4,1,5",Verse,Good For Me - Ambient Mix -
Above and Beyond,"4,1,5",Chorus,Good For Me - Ambient Mix -
Daniel Ingram,"4,1,5",Verse,Apples to the Core
Imagine Dragons,"4,1,5",Chorus,Monster
Austra,"4,1,5",Chorus,Painful Like
HertzDevil,"4,1,5",Intro,Blueshift Galaxy
Scott McKenzie,"4,1,5",Chorus,San Francisco
Alexandra Stan,"4,1,5",Chorus,Get Back ASAP
Sam Smith,"4,1,5",Chorus,Stay With Me
Chalk Zone,"4,1,5",Bridge,The Amazin' River
Guns N' Roses,"4,1,5",Chorus,Patience
Black Eyed Peas,"4,1,5",Chorus,Where Is The Love
Cold Chisel,"4,1,5",Verse,Khe Sanh
Howard Shore,"4,1,5",Outro,Bridge of Khazad-dum
Hans Zimmer,"4,1,5",Verse,Time
Harry Gregson-Williams,"4,1,5",Outro,Metal Gear
Justice Crew,"4,1,5",Instrumental,Que Sera
Shakira,"4,1,5",Verse,Whenever Wherever
Shakira,"4,1,5",Chorus,Whenever Wherever
Shakira,"4,1,5",Instrumental,Whenever Wherever
Yasunori Mitsuda,"4,1,5",Outro,Radical Dreamers
Michael Walthius,"4,1,5",Chorus,Dreaming in Stereo - Under The Moon
Les Friction,"4,1,5",Chorus,What You Need
Hiroyuki Sawano,"4,1,5",Chorus,Mobile Suit Gundam Unicorn - UNICORN
Hiroyuki Sawano,"4,1,5",Pre-Outro,Mobile Suit Gundam Unicorn - UNICORN
Paul McCartney,"4,1,5",Verse,Sing The Changes
Jack White,"4,1,5",Chorus,Love Interruption
John O'Callaghan ft Sarah Howells,"4,1,5",Verse and Pre-Chorus,Find Yourself
Olly Murs ,"4,1,5",Chorus,Dear Darlin
Hans Zimmer,"4,1,5",Instrumental,Now We Are Free
Fall Out Boy,"4,1,5",Verse,Young Volcanoes
The White Stripes,"4,1,5",Verse,I Want to Be the Boy to Warm Your Mother's Heart
Enrique ft Descemer Bueno Gente De Zona,"4,1,5",Verse and Pre-Chorus,Bailando Espanol
Enrique ft Descemer Bueno Gente De Zona,"4,1,5",Chorus,Bailando Espanol
Kors-K--DJ-Command,"4,1,5",Chorus,Smooooch---Akiba-Kobo-Remix-
Neo Cortex,"4,1,5",Chorus,Elements 2004
Neo Cortex,"4,1,5",Chorus,Elements
Neo Cortex,"4,1,5",Verse,Elements
Technikal and Nathalie ,"4,1,5",Chorus,Big Sky
Neo Cortex,"4,1,5",Instrumental,Elements
Atlas Genius,"4,1,5",Intro and Verse,Trojans
The Black Keys,"4,1,5",Verse,Gold On The Ceiling
Charlotte Gainsbourg,"4,1,5",Verse,Hey Joe 
Rhythm Heaven,"4,1,5",Verse,Built To Scale
The Black Keys,"4,1,5",Intro,Gold On The Ceiling
Florence and the Machine,"4,1,5",Chorus,Spectrum
Phil Collins,"4,1,5",Chorus,Can't Stop Loving You
Dido,"4,1,5",Chorus,White Flag
Jet,"4,1,5",Verse,Look What You've Done
Tom Petty And The Heartbreakers,"4,1,5",Pre-Chorus and Chorus,I Won't Back Down
Donovan,"4,1,5",Outro,Atlantis
Lana Del Rey,"4,1,5",Verse,Old Money
Magic Man,"4,1,5",Chorus,Paris
Denver the Last Dinosaur,"4,1,5",Chorus,Denver the Last Dinosaur Theme Song
Driftless Pony Club,"4,1,5",Verse,House of 1982- Built Like A Ship
The Beatles,"4,1,5",Verse,You've Got To Hide Your Love Away
The White Stripes,"4,1,5",Verse,Ball and Biscuit
ABBA,"4,1,5",Chorus,SOS
Green Day,"4,1,5",Instrumental,Boulevard of Broken Dreams
Ace of Base,"4,1,5",Pre-Chorus,All That She Wants
Elton John,"4,1,5",Chorus,The Oven Instructions Song
Twisted Sister,"4,1,5",Chorus,We're Not Gonna Take It
Eiffel65,"4,1,5",Instrumental,Living In A Bubble
Eiffel65,"4,1,5",Chorus,Living In A Bubble
Twisted Sister,"4,1,5",Verse,We're Not Gonna Take It
Family of the Year,"4,1,5",Chorus,Hero
Jacksfilms,"4,1,5",Chorus,Give This Song A Title
Dave Matthews and Tim Reynolds,"4,1,5",Chorus,Number 41
Rush,"4,1,5",Chorus,Fly By Night
Luke Bryan,"4,1,5",Chorus,Play It Again
ABBA,"4,1,5",Chorus,So Long
Spice Girls,"4,1,5",Chorus,Wannabe
Spice Girls,"4,1,5",Verse,Wannabe
John Mayer,"4,1,5",Chorus,Half of My Heart
Game Freak,"4,1,5",Pre-Chorus,Route 201 Day
Chase Holfelder,"4,1,5",Pre-Chorus,I Want You to Want Me in Minor Key
Johnny Cash,"4,1,5",Chorus,The Man Comes Around
Lorde,"4,1,5",Chorus,Tennis Court
Lorde,"4,1,5",Pre-Chorus,Royals
Eric Whitacre,"4,1,5",Chorus,A Boy and a Girl
AFI,"4,1,5",Chorus,Girl's Not Grey
Ceoma feat The Larx,"4,1,5",Instrumental,Love Is More -Rob Mayth Remix-
Jonathan Coulton,"4,1,5",Pre-Chorus,I Feel Fantastic
Mat Kearney,"4,1,5",Pre-Chorus,Sooner Or Later
One Republic,"4,1,5",Chorus,Stop And Stare
Sick Individuals,"4,1,5",Chorus,Wasting Moonlight
Cartoons,"4,1,5",Chorus,Witch Doctor
Maison and Dragen,"4,1,5",Chorus,Colosseum
My Little Pony,"4,1,5",Chorus,Giggle at the Ghosty
Green Day,"4,1,5",Chorus,X-Kid
Smokey Mountain,"4,1,5",Chorus,Da Coconut Nut
Lisa Miskovsky,"4,1,5",Chorus,Still Alive-Mirror's Edge OST
Heart,"4,1,5",Verse and Pre-Chorus,What About Love
The White Stripes,"4,1,5",Verse 1,I'm Lonely
The White Stripes,"4,1,5",Verse 2,I'm Lonely
Avicii,"4,1,5",Chorus,Hey Brother
U2,"4,1,5",Chorus,The Miracle of Joey Ramone
Kyle Justin,"4,1,5",Chorus,The Angry Video Game Nerd Theme Song
David Lee Murphy,"4,1,5",Chorus,Dust On The Bottle
Salia,"4,1,5",Intro,Trust
Panda Bear,"4,1,5",Chorus,Bros
The Who,"4,1,5",Verse,Won't Get Fooled Again
OK Go,"4,1,5",Verse,Here It Goes Again
Chelsea Ward,"4,1,5",Verse,That's Falling in Love
Veronica Maggio,"4,1,5",Verse and Pre-Chorus,Jag kommer
Paul McCartney,"4,1,5",Verse,Meat Free Monday
A Great Big World,"4,1,5",Intro and Verse,Say Something
A Great Big World,"4,1,5",Verse,Say Something
A Great Big World,"4,1,5",Chorus,Say Something
Misuzu Togashi--Makoto Miyazaki,"4,1,5",Chorus,Fly Away--Maken-ki-OP1
Avicii,"4,1,5",Pre-Chorus and Chorus,Father Told Me
Elmer Bernstein,"4,1,5",Instrumental,Ghostbusters
Roomie,"4,1,5",Chorus,How To Make A Number One Song Without Talent
London Grammar,"4,1,5",Chorus,Strong
MIKA,"4,1,5",Chorus,Popular Song ft Ariana Grande
Avicii,"4,1,5",Chorus,The Days
Sonia Leigh,"4,1,5",Chorus,Put It In Your Pocket
Avicii,"4,1,5",Chorus,The Nights FIFA 15 Soundtrack
Avicii,"4,1,5",Instrumental,The Nights FIFA 15 Soundtrack
3OH3,"4,1,5",Chorus,Don't Trust Me
Train,"4,1,5",Chorus,Drops Of Jupiter
Nine Days,"4,1,5",Chorus,Absolutely
Richard and Robert Sherman,"4,1,5",Chorus,Let's Go Fly A Kite
They Might Be Giants,"4,1,5",Verse,Can't Keep Johnny Down
Fountains Of Wayne,"4,1,5",Chorus,Stacy's Mum
The Calling,"4,1,5",Chorus,Wherever You Will Go
Calvin Harris,"4,1,5",Chorus,I Need Your Love
Calvin Harris,"4,1,5",Intro,I Need Your Love
The White Stripes,"4,1,5",Verse,You Don't Know What Love Is
Justice Crew,"4,1,5",Chorus,Que Sera
Bastille,"4,1,5",Verse,What Would You Do
Bastille,"4,1,5",Chorus,What Would You Do
Avril Lavigne,"4,1,5",Bridge,When You're Gone
Taylor Swift,"4,1,5",Chorus,Bad Blood
The Divine Comedy,"4,1,5",Bridge,At The Indie Disco
The Gaslight Anthem,"4,1,5",Verse,The Spirit of Jazz
The Gaslight Anthem,"4,1,5",Verse,The Navesink Banks
Echosmith,"4,1,5",Chorus,Cool Kids
The Gaslight Anthem,"4,1,5",Verse,Have Mercy
Nick Sparkle,"4,1,5",Chorus,Cassiopeia - David Mayne Remix
Shifter feat Fibra,"4,1,5",Verse,Let It Go
Echosmith,"4,1,5",Intro,Cool Kids
Jimi Hendrix,"4,1,5",Verse,Bold As Love
Biffy Clyro,"4,1,5",Verse,The Captain
The Gaslight Anthem,"4,1,5",Chorus,45
Tomas Danko,"4,1,5",Verse,Plastic Pop
OK Go,"4,1,5",Verse,Needing - Getting
OK Go,"4,1,5",Chorus,Needing - Getting
Vangelis,"4,1,5",Bridge,Chariots of Fire
Swedish House Mafia,"4,1,5",Bridge,Don't You Worry Child
Martin Tungevaag,"4,1,5",Solo,Wicked Wonderland
The Gaslight Anthem,"4,1,5",Chorus,Biloxi Parish
Spongebob Squarepants,"4,1,5",Verse,A Day Like This
Spongebob Squarepants,"4,1,5",Chorus,A Day Like This
Social Distortion,"4,1,5",Verse,Sometimes I Do
Social Distortion,"4,1,5",Chorus,Sometimes I Do
Soldat Louis,"4,1,5",Chorus,Tirer des caisses
Stan Arwell,"4,1,5",Instrumental,Outbreak
Yogscast,"4,1,5",Chorus,Carrot For A Cock
Yogscast,"4,1,5",Bridge,Carrot For A Cock
Motooi Sakuraba,"4,1,5",Instrumental,The Link
Alice Cooper,"4,1,5",Pre-Chorus and Chorus,Poison
Lady Gaga,"4,1,5",Intro and Verse,Marry the Night
Au5,"4,1,5",Intro,Snowblind feat Tasha Baxter
Quinton Barnes,"4,1,5",Bridge,There's No You
The Pogues and Kirsty MacColl,"4,1,5",Verse,Fairytale of New York
Starbomb,"4,1,5",Chorus,Smash
Helloween,"4,1,5",Verse,Windmill
Owl City,"4,1,5",Pre-Chorus,When Can I See You Again
Owl City,"4,1,5",Chorus,When Can I See You Again
Tiesto ft Tegan and Sara,"4,1,5",Verse,Feel It In My Bones
Taylor Swift,"4,1,5",Verse,We Are Never Ever Getting Back Together
Nicki Minaj feat Skylar Grey,"4,1,5",Chorus Lead-Out,Bed Of Lies
Imagine Dragons,"4,1,5",Pre-Chorus,Monster
Total Drama Island,"4,1,5",Verse and Pre-Chorus,I Wanna Be Famous
Jay Sean,"4,1,5",Chorus,Down
Brian Fallon,"4,1,5",Chorus,The Blues Mary
Shawn Lane,"4,1,5",Verse,Grey Pianos Flying
Teddybears,"4,1,5",Chorus,Hey Boy
Motoi Sakuraba,"4,1,5",Verse,The Imperial City
We the Kings,"4,1,5",Chorus,Stay Young
Ayreon,"4,1,5",Chorus,Pain
Lady Gaga,"4,1,5",Chorus,Stuck On Fuckin You
Transatlantic,"4,1,5",Chorus,We All Need Some Light
The Flashbulb,"4,1,5",Chorus,Autumn Insomnia Session
Gregory Alan Isakov,"4,1,5",Verse,The Stable Song
Tom Cochrane,"4,1,5",Chorus,Life is a Highway
Coldplay,"4,1,5",Bridge,Fix You
Kaipa,"4,1,5",Chorus,Smoke From A Secret Source
Sia,"4,1,5",Chorus,Elastic Heart
Pearl Jam,"4,1,5",Verse,Yellow Ledbetter
Nelly,"4,1,5",Chorus,Just A Dream
Sia,"4,1,5",Intro,Elastic Heart
Sia,"4,1,5",Pre-Chorus,Elastic Heart
Bonnie Tyler,"4,1,5",Chorus,Holding Out For A Hero
Marillion,"4,1,5",Verse,Marbles III
Bastille,"4,1,5",Instrumental,Pompeii - Audien Remix
One Direction,"4,1,5",Verse,Nobody Compares
Helene Fischer,"4,1,5",Chorus,Atemlos
Helene Fischer,"4,1,5",Instrumental,Atemlos
Helene Fischer,"4,1,5",Verse and Pre-Chorus,Atemlos
George Ezra,"4,1,5",Chorus,Budapest
Green Day,"4,1,5",Verse,American Idiot
Green Day,"4,1,5",Chorus,American Idiot
My Chemical Romance,"4,1,5",Chorus,Teenagers
The Horrible Crowes,"4,1,5",Verse,Black Betty and The Moon
Ziggy Marley,"4,1,5",Chorus,Love is My Religion
The Script,"4,1,5",Instrumental,Superheroes
Vertical Horizon,"4,1,5",Chorus,I'm Still Here
Mark Forster feat Sido,"4,1,5",Instrumental,Au Revoir
Strong Bad,"4,1,5",Chorus,The Cheat is Not Dead
Fake Problems,"4,1,5",Chorus,The Dream Team
Linkin Park,"4,1,5",Verse and Pre-Chorus,New Divide
One Direction,"4,1,5",Pre-Chorus,Heart Attack 
Murtagh,"4,1,5",Chorus,Alpha
Weezer,"4,1,5",Chorus,No One Else
Harry Gregson-Williams,"4,1,5",Outro 1,Metal Gear
Grateful Dead,"4,1,5",Chorus,Sugaree
Grateful Dead,"4,1,5",Verse and Pre-Chorus,Sugaree
Agnes,"4,1,5",Chorus,Right Here Right Now
Jimmy Buffett,"4,1,5",Chorus,Coast of Carolina
Sia,"4,1,5",Verse,Elastic Heart
Ryan Star,"4,1,5",Chorus,Brand New Day
Weird Al Yankovic,"4,1,5",Intro,Stop Forwarding That Crap To Me
Save Ferris,"4,1,5",Verse,Come on Eileen
Vertical Horizon,"4,1,5",Chorus,Echo
Robin Schulz ft Jasmine Thompson,"4,1,5",Verse,Sun Goes Down
Robin Schulz ft Jasmine Thompson,"4,1,5",Pre-Chorus,Sun Goes Down
Parry Gripp,"4,1,5",Verse,You're Driving Me Crazy
Parry Gripp,"4,1,5",Chorus,Space Unicorn
Eagle Eye Cherry,"4,1,5",Chorus,Save Tonight
Rend Collective,"4,1,5",Verse,Movements
Brooke Fraser,"4,1,5",Pre-Chorus,Something In The Water
Brooke Fraser,"4,1,5",Verse and Pre-Chorus,Something In The Water
Sia,"4,1,5",Chorus Lead-Out,Elastic Heart
Jonathan Coulton,"4,1,5",Verse,Code Monkey
Schoolhouse Rock,"4,1,5",Verse,Interjections
Sam Smith,"4,1,5",Bridge,I'm Not the Only One
Inverse feat Sally,"4,1,5",Chorus,I Need You - Ultravibes Remix
The Horrible Crowes,"4,1,5",Intro and Verse,Crush
The Horrible Crowes,"4,1,5",Outro,Crush
The Mighty Mighty Bosstones,"4,1,5",Chorus,The Impression That I Get
Calvin Harris,"4,1,5",Pre-Chorus,I Need Your Love
Rush,"4,1,5",Verse,Closer to the Heart
2pac,"4,1,5",Verse,Changes
Taylor Swift,"4,1,5",Chorus,Mean
Robert Plant and Alison Krauss,"4,1,5",Verse,Gone Gone Gone
Mia,"4,1,5",Verse,Paper Planes
Bobby Fuller Four,"4,1,5",Intro and Verse,Love's Made a Fool of You
Bobby Fuller Four,"4,1,5",Pre-Chorus and Chorus,Love's Made a Fool of You
Bobby Fuller Four,"4,1,5",Solo,Love's Made a Fool of You
Jordin Sparks,"4,1,5",Pre-Chorus,Battlefield
Jordin Sparks,"4,1,5",Chorus,Battlefield
Paul Simon,"4,1,5",Chorus,Cecelia
Nelly Furtado,"4,1,5",Chorus,I'm Like A Bird
Arthur,"4,1,5",Chorus,Beginning of time
Carly Rae Jepsen,"4,1,5",Chorus,I Really Like You
Tristam and Braken,"4,1,5",Chorus,Far Away
Rob Thomas,"4,1,5",Chorus,Her Diamonds
Walk off the Earth,"4,1,5",Verse,Lightning Bolt
Walk off the Earth,"4,1,5",Chorus,Lightning Bolt
Lily Allen,"4,1,5",Chorus,Not Fair
hh,"4,1,5",Intro,hhh
Avicii,"4,1,5",Verse and Pre-Chorus,The Nights
Avicii,"4,1,5",Pre-Chorus,The Nights
Avicii,"4,1,5",Pre-Chorus and Chorus,The Nights
Avicii,"4,1,5",Chorus,The Nights
Avicii,"4,1,5",Solo,The Nights
Adam Buxton,"4,1,5",Verse,Counting Song
Adam Buxton,"4,1,5",Chorus,Counting Song
Nine Inch Nails,"4,1,5",Pre-Chorus and Chorus,Hurt
Kelly Clarkson,"4,1,5",Chorus,Walk Away
Madonna,"4,1,5",Chorus,Give Me All Your Luvin'
Tommy Tutone,"4,1,5",Pre-Chorus and Chorus,867-5309 Jenny
Sage Koizumi,"4,1,5",Chorus,Muv-Luv - Muv-Luv Extra OST
Shinobu Kajihisa,"4,1,5",Intro,Hiiragi Town School Days - Muv-Luv Extra OST
Built By Titan,"4,1,5",Pre-Chorus,Heart And Soul
InsideOut A Cappella,"4,1,5",Chorus,Peanut Butter and Jelly
Cher,"4,1,5",Verse,Half Breed
Noisy Neighbors,"4,1,5",Chorus,Sonic SatAM Theme Song - Fastest Thing Alive
Miranda Cosgrove,"4,1,5",Pre-Chorus,Leave It All To Me
Imagine Dragons,"4,1,5",Chorus,I Bet My Life
U2,"4,1,5",Pre-Chorus,Original Of The Species
Alestorm,"4,1,5",Verse and Pre-Chorus,Shipwrecked
Jonathan Mann,"4,1,5",Chorus,Hey Defriender
Jonathan Mann,"4,1,5",Pre-Chorus,Hey Defriender
The Tokens,"4,1,5",Pre-Chorus and Chorus,The Lion Sleeps Tonight
Wolfgang Amadeus Mozart,"4,1,5",Chorus,Der Holle Rache kocht in meinem Herzen
Wolfgang Amadeus Mozart,"4,1,5",Outro,Rondo Alla Turca
Phineas and Ferb,"4,1,5",Verse,Triangulation
Phineas and Ferb,"4,1,5",Chorus,Triangulation
The Muffs,"4,1,5",Pre-Chorus and Chorus,Outer Space
The Mighty Mighty Bosstones,"4,1,5",Chorus,Like a Shotgun
Bowling For Soup,"4,1,5",Chorus,High School Never Ends
Phineas and Ferb,"4,1,5",Chorus,Frenemies
Animusic,"4,1,5",Verse,Acoustic Curves
Bloc Party,"4,1,5",Chorus,Flux
Washed Out,"4,1,5",Chorus,New Theory
Carrie Underwood,"4,1,5",Chorus,Good Girl
A Perfect Circle,"4,1,5",Verse,3 Libras
Steve Angello,"4,1,5",Chorus,Children Of The Wild
Wiz Khalifa ft Charlie Puth,"4,1,5",Intro,See You Again
Genesis,"4,1,5",Verse,Scenes From A Night's Dream
Crash Test Dummies,"4,1,5",Verse,Mmm Mmm Mmm Mmm
The Script,"4,1,5",Chorus Lead-Out,The Man Who Can't Be Moved
Twenty One Pilots,"4,1,5",Chorus,House Of Gold
Toby Keith,"4,1,5",Verse,Courtesy of the Red White and Blue
Reel Big Fish,"4,1,5",Intro,Everyone Else is an Asshole
Reel Big Fish,"4,1,5",Chorus,Everyone Else is an Asshole
ilan Bluestone,"4,1,5",Pre-Chorus and Chorus,43
Bambee,"4,1,5",Chorus,Cowgirl
OMI,"4,1,5",Verse,Cheerleader
OMI,"4,1,5",Intro,Cheerleader
Wiz Khalifa ft Charlie Puth,"4,1,5",Chorus Lead-Out,See You Again
Crayon Pop,"4,1,5",Chorus,FM
Steerner ft Corey Saxon,"4,1,5",Verse and Pre-Chorus,Sparks
The Electric Warehouse,"4,1,5",Chorus,The Hero
The Heavy,"4,1,5",Bridge,Stuck
Bobby Darin,"4,1,5",Chorus,Artificial Flowers
Vicetone,"4,1,5",Chorus,United We Dance
Miriam Bryant,"4,1,5",Verse and Pre-Chorus,Dragon
Miriam Bryant,"4,1,5",Chorus,Dragon
The Beach Boys,"4,1,5",Verse,Barbara Ann
Daze,"4,1,5",Chorus,Sea Of Love -Remix-
Daze,"4,1,5",Verse and Pre-Chorus,Sea Of Love -Remix-
The Electric Warehouse,"4,1,5",Solo 1,If I Forget
The Electric Warehouse,"4,1,5",Solo 2,If I Forget
Coldplay,"4,1,5",Bridge,Charlie Brown
Martin Garrix,"4,1,5",Intro,Don't Look Down feat Usher
Lady Gaga,"4,1,5",Verse and Pre-Chorus,Eh Eh
Alphabeat,"4,1,5",Chorus,Vacation
Symphony X,"4,1,5",Chorus,Paradise Lost
The Mighty Mighty Bosstones,"4,1,5",Chorus,They Will Need Music
The Mighty Mighty Bosstones,"4,1,5",Verse,They Will Need Music
The Mighty Mighty Bosstones,"4,1,5",Intro,The Upper Hand
The Mighty Mighty Bosstones,"4,1,5",Chorus,The Package Store Petition
The Mighty Mighty Bosstones,"4,1,5",Chorus,The Horse Shoe and the Rabbit's Foot
The Mighty Mighty Bosstones,"4,1,5",Verse and Pre-Chorus,The Horse Shoe and the Rabbit's Foot
Chicago,"4,1,5",Chorus,25 or 6 to 4
The Mighty Mighty Bosstones,"4,1,5",Chorus,So Sad To Say
M83,"4,1,5",Verse,Oblivion
Hank Green,"4,1,5",Chorus,Mother Pheasant Plucker
Emilie Autumn,"4,1,5",Chorus,What If
Radical Face,"4,1,5",Verse,Welcome Home
Radical Face,"4,1,5",Pre-Outro,Welcome Home
Romeo Santos,"4,1,5",Verse,La Diabla
Parade Of Lights,"4,1,5",Intro,Feeling Electric
Biffy Clyro,"4,1,5",Bridge,Mountains
Robbie Williams,"4,1,5",Chorus,Feel
Lost Frequencies,"4,1,5",Chorus,Are You With Me
A Day To Remember,"4,1,5",Pre-Chorus and Chorus,Downfall Of Us All
Joss Whedon,"4,1,5",Verse,Going Through The Motions
Kodaline,"4,1,5",Bridge,One Day
Journey,"4,1,5",Bridge,Lights
Marcus Warner,"4,1,5",Chorus,Liberation
booman,"4,1,5",Verse,dart gang
Alison Krauss,"4,1,5",Chorus,Down To The River To Pray
Hunter Hayes,"4,1,5",Chorus,21
Miley Cyrus,"4,1,5",Chorus,See You Again
Sy And Demo,"4,1,5",Chorus,Stay With Me
Catch 22,"4,1,5",Intro,Keasbey Nights
Catch 22,"4,1,5",Chorus,Keasbey Nights
Paramore,"4,1,5",Chorus,That's What You Get
The Mighty Mighty Bosstones,"4,1,5",Chorus,The One With The Woes All Over It
Mayday Parade,"4,1,5",Verse,Oh Well Oh Well
Vicetone,"4,1,5",Chorus,Nothing Stopping Me
Birdy,"4,1,5",Chorus,Wings
The Mighty Mighty Bosstones,"4,1,5",Chorus,Don't Worry Desmond Dekker
Galantis,"4,1,5",Chorus,Peanut Butter Jelly
Dexys Midnight Runners,"4,1,5",Verse,Come On Eileen
Ziggy Marley,"4,1,5",Verse,Dragonfly
Sum 41,"4,1,5",Intro and Verse,Heart Attack
Sum 41,"4,1,5",Chorus,Heart Attack
Electric Light Orchestra,"4,1,5",Pre-Chorus and Chorus,Do Ya
Electric Light Orchestra,"4,1,5",Intro and Verse,Do Ya
Shawn Mendes,"4,1,5",Chorus,Believe
The Mighty Mighty Bosstones,"4,1,5",Chorus,A Jackknife to a Swan
The Mighty Mighty Bosstones,"4,1,5",Chorus,Sugar Free
The Mighty Mighty Bosstones,"4,1,5",Intro,Sugar Free
Sara Bareilles,"4,1,5",Verse,Uncharted
