artist,cp,section,song
3 Doors Down,"1,5,6",Intro,Be Like That
3 Doors Down,"1,5,6",Verse,Be Like That
Adele,"1,5,6",Chorus,Someone Like You
Aerosmith,"1,5,6",Verse,Cryin'
Ai Ootsuka,"1,5,6",Chorus,Sakuranbo
Arctic Monkeys,"1,5,6",Chorus,Mardy Bum
Avril Lavigne,"1,5,6",Chorus,Girlfriend
Blues Traveler,"1,5,6",Verse,Hook
Bon Jovi,"1,5,6",Chorus,Living On A Prayer
Bruno Mars,"1,5,6",Chorus,Grenade
Carly Rae Jepsen,"1,5,6",Chorus,Call Me Maybe
Carrie Underwood,"1,5,6",Chorus,So Small
Carrie Underwood,"1,5,6",Verse,So Small
Cascada,"1,5,6",Chorus,Every Time We Touch
Cascada,"1,5,6",Verse,Every Time We Touch
Cheryl Cole,"1,5,6",Verse,Parachute
Christina Perri,"1,5,6",Chorus,Jar Of Hearts
daudre,"1,5,6",Chorus,Sandstorm
Death Cab for Cutie,"1,5,6",Chorus,I Will Follow You Into the Dark
Don McLean,"1,5,6",Chorus,American Pie
Erasure,"1,5,6",Pre-Chorus,Always
Erasure,"1,5,6",Verse,Always
Evanescence,"1,5,6",Chorus,Bring Me To Life
Flo Rida,"1,5,6",Instrumental,Whistle
Green Day,"1,5,6",Verse,Basketcase
Jack Johnson,"1,5,6",Chorus,Flake
Jason Mraz,"1,5,6",Chorus,I'm Yours
Jason Mraz,"1,5,6",Verse,I'm Yours
Katy Perry,"1,5,6",Chorus,Firework
Kelly Clarkson,"1,5,6",Chorus,Already Gone
Kelly Clarkson,"1,5,6",Verse,Already Gone
Kelly Clarkson,"1,5,6",Verse,My Grown Up Christmas Wish
Lady Gaga,"1,5,6",Chorus,The Edge Of Glory
Maroon 5,"1,5,6",Chorus,She Will Be Loved
Matchbox 20,"1,5,6",Verse,Real World
Mitch Benn And The Distractions,"1,5,6",Verse,Everything Sounds Like Coldplay Now
Mumford and Sons,"1,5,6",Chorus,The Cave
NOFX,"1,5,6",Chorus,Please Play This Song On The Radio
Oasis,"1,5,6",Pre-Chorus and Chorus,Don't Go Away
Oasis,"1,5,6",Chorus,Don't Look Back in Anger
Oasis,"1,5,6",Verse,Don't Look Back In Anger
Of Monsters And Men,"1,5,6",Chorus,Little Talks
Of Monsters And Men,"1,5,6",Intro,Little Talks
Old Crow Medicine Show,"1,5,6",Verse,Wagon Wheel
One Direction,"1,5,6",Pre-Chorus,Live While We're Young
One Republic,"1,5,6",Chorus,Say
One Republic,"1,5,6",Verse and Pre-Chorus,Say
Pink,"1,5,6",Chorus,U and Ur Hand
Pink Floyd,"1,5,6",Verse,Time
Rhapsody of Fire,"1,5,6",Chorus,Emerald Sword
Rihanna,"1,5,6",Pre-Chorus,Love The Way You Lie Part 2
Rihanna,"1,5,6",Verse,Love The Way You Lie Part 2
Shakira,"1,5,6",Pre-Chorus and Chorus,Waka Waka
Skid Row,"1,5,6",Pre-Chorus and Chorus,Wasted Time
Snow Patrol,"1,5,6",Chorus,Run
Taylor Swift,"1,5,6",Verse,Eyes Open
Taylor Swift,"1,5,6",Chorus,I Knew You Were Trouble
Taylor Swift,"1,5,6",Verse,I Knew You Were Trouble
Taylor Swift,"1,5,6",Chorus,Mine
Taylor Swift,"1,5,6",Chorus,We Are Never Ever Getting Back Together
The Beatles,"1,5,6",Verse,I Want to Hold Your Hand
The Beatles,"1,5,6",Intro and Verse,In My Life
The Beatles,"1,5,6",Verse,Let It Be
The Beatles,"1,5,6",Verse,Lovely Rita
The Lonely Island,"1,5,6",Bridge,Jack Sparrow
The Lonely Island,"1,5,6",Chorus,Jack Sparrow
Tim McGraw,"1,5,6",Verse,It's Your Love
Tim McGraw,"1,5,6",Verse,Where The Green Grass Grows
Train,"1,5,6",Chorus,Drive By
Train,"1,5,6",Verse,Hey Soul Sister
Vitamin C,"1,5,6",Chorus,Friends Forever
Avicii - Ezon remix ,"1,5,6",Chorus,All You Need Is Love
Avril Lavigne,"1,5,6",Chorus,Complicated
Green Day,"1,5,6",Intro,21 Guns
Green Day,"1,5,6",Verse,21 Guns
Green Day,"1,5,6",Chorus,Boulevard of Broken Dreams
Green Day,"1,5,6",Chorus,Holiday
Green Day,"1,5,6",Verse,Holiday
Green Day,"1,5,6",Chorus,When I Come Around
Linkin Park,"1,5,6",Chorus,Numb
Michel Telo,"1,5,6",Chorus,Ai Se Eu Te Pego
Mike Candys,"1,5,6",Intro,2012 'If The World Would End'
Mike Candys,"1,5,6",Pre-Chorus and Chorus,2012 'If The World Would End'
Red Hot Chili Peppers,"1,5,6",Chorus,Snow -Hey Oh-
Skyrim OST,"1,5,6",Intro,The Bannered Mare
Sum 41,"1,5,6",Chorus,Confusion and Frustration in Modern Times
Sum 41,"1,5,6",Intro,Confusion and Frustration in Modern Times
Sum 41,"1,5,6",Intro and Verse,Confusion and Frustration in Modern Times
Sum 41,"1,5,6",Verse and Pre-Chorus,Confusion and Frustration in Modern Times
Sum 41,"1,5,6",Chorus,Walking Disaster
Tiesto and Allure,"1,5,6",Chorus,Pair of Dice
RIO feat Nicco,"1,5,6",Intro,Party Shaker
Jeff Marx and Robert Lopez,"1,5,6",Verse and Pre-Chorus,The Internet Is For Porn
Lady Gaga,"1,5,6",Chorus,Paparazzi
Linkin Park,"1,5,6",Chorus,Castle Of Glass
Yiruma,"1,5,6",Intro and Verse,River flows in you
Roxette,"1,5,6",Chorus,Listen To Your Heart
Lady Gaga,"1,5,6",Chorus,Alejandro
The National,"1,5,6",Verse,Exile Vilify
Toto,"1,5,6",Chorus,Africa
The Avett Brothers,"1,5,6",Verse,Life
Tidal Wave,"1,5,6",Instrumental,Sub Focus
Takahashi Yu,"1,5,6",Verse and Pre-Chorus,Genjitsu to Iu Na no Kaibutsu to Tatakau MonoTachi
Taylor Swift,"1,5,6",Bridge,Stay Stay Stay
Frank Ocean,"1,5,6",Chorus,Thinkin Bout You
Edward Maya,"1,5,6",Instrumental,Stereo Love
Deep Blue Something,"1,5,6",Chorus,Breakfast At Tiffany's
Rihanna,"1,5,6",Pre-Chorus,Who's that chick
Rome,"1,5,6",Chorus,Seasons
RIO,"1,5,6",Chorus,Living in Stereo
RIO,"1,5,6",Pre-Chorus,Living in Stereo
Mike Candys,"1,5,6",Intro,Brand New Day
Mike Candys,"1,5,6",Chorus,Brand New Day
ItaloBrothers,"1,5,6",Chorus,This is Nightlife
Britney Spears,"1,5,6",Intro,Born to make you happy
Britney Spears,"1,5,6",Chorus,Born to make you happy
Axis of Awesome,"1,5,6",Chorus,Four Chord Songs
Passion Pit,"1,5,6",Chorus,Take A Walk
Passenger,"1,5,6",Chorus,Let Her Go
Charles Jenkins,"1,5,6",Verse,Awesome
Plastic Tree,"1,5,6",Verse and Pre-Chorus,Mizuiro Girlfriend
Deitrick Haddon,"1,5,6",Chorus,He's Able
Charles Jenkins,"1,5,6",Intro,Awesome
Warren Zevon,"1,5,6",Verse,Please Stay
Florida Georgia Line,"1,5,6",Chorus,Get Your Shine On
O Zone,"1,5,6",Intro,Dragostea Din Tei
O Zone,"1,5,6",Verse and Pre-Chorus,Dragostea Din Tei
O Zone,"1,5,6",Chorus Lead-Out,Dragostea Din Tei
Basshunter,"1,5,6",Verse,All I Ever Wanted
ItaloBrothers,"1,5,6",Pre-Chorus,Stamp on the Ground
ItaloBrothers,"1,5,6",Instrumental,Stamp on the Ground
Johann Pachelbel,"1,5,6",Intro,Canon in D Major
Johann Pachelbel,"1,5,6",Pre-Chorus,Canon in D Major
Johann Pachelbel,"1,5,6",Chorus,Canon in D Major
Arias,"1,5,6",Chorus,Pegasus
Klaus Badelt,"1,5,6",Verse,He's a Pirate
Britney Spears,"1,5,6",Pre-Chorus and Chorus,You Drive Me Crazy
Basto,"1,5,6",Chorus,Again and Again
Imogen Heap,"1,5,6",Verse,Hide And Seek
Imogen Heap,"1,5,6",Pre-Chorus,Hide And Seek
Hurricane 1,"1,5,6",Chorus,Only The Strongest Will Survive
Imogen Heap,"1,5,6",Chorus,Hide And Seek
Iyaz,"1,5,6",Chorus,Replay
Kelly Clarkson,"1,5,6",Verse and Pre-Chorus,Behind These Hazel Eyes
Kelly Clarkson,"1,5,6",Chorus,Behind These Hazel Eyes
Kelly Clarkson,"1,5,6",Bridge,Behind These Hazel Eyes
JayKay - Lil Wayne - Rick Ross - Mack 10 ,"1,5,6",Pre-Chorus and Chorus,Party Encore
Mike Candys,"1,5,6",Intro and Verse,Everybody
Mike Candys,"1,5,6",Pre-Chorus and Chorus,Everybody
Michel Mind Project,"1,5,6",Chorus,One More Round
Cady Groves,"1,5,6",Chorus,Love Actually
Nelly,"1,5,6",Instrumental,Just A Dream
Of Monsters and Men,"1,5,6",Chorus,King and Lionheart
Taylor Swift,"1,5,6",Chorus,Love Story
The Begging Sea,"1,5,6",Verse,All We've Got
The Veronicas,"1,5,6",Chorus,Everything I'm Not
The Veronicas,"1,5,6",Chorus,4ever
Backstreet Boys,"1,5,6",Chorus,Get Another Boyfriend
Backstreet Boys,"1,5,6",Chorus,The One
Asher Roth,"1,5,6",Chorus,I Love College
John Mayer,"1,5,6",Chorus,Waiting on the World to Change
Shania Twain,"1,5,6",Verse and Pre-Chorus,That Don't Impress Me Much
Shania Twain,"1,5,6",Chorus,That Don't Impress Me Much
Lou Reed,"1,5,6",Verse and Pre-Chorus,Perfect Day
Noam Kaniel,"1,5,6",Intro,A World Without Danger
Renard,"1,5,6",Bridge,Intensive Care Unit
Renard,"1,5,6",Chorus,Intensive Care Unit
INXS,"1,5,6",Chorus,Beautiful Girl
Miley Cyrus,"1,5,6",Chorus,Wrecking Ball
Bush,"1,5,6",Intro and Verse,Glycerine
Taeyang,"1,5,6",Intro,Wedding Dress
Patent Pending,"1,5,6",Chorus,Hey Mario
Chris Tomlin,"1,5,6",Chorus,Our God
Bob Dylan,"1,5,6",Intro and Verse,Don't Think Twice It's Alright
Bonnie Tyler,"1,5,6",Chorus,Total Eclipse of the Heart
Joan Osborne,"1,5,6",Intro,One of Us
Paul McCartney,"1,5,6",Verse,New
Globus,"1,5,6",Intro,Europa
Globus,"1,5,6",Verse,Europa
Globus,"1,5,6",Chorus,Europa
Globus,"1,5,6",Chorus Lead-Out,Europa
Globus,"1,5,6",Pre-Chorus,Europa
Bruce Rowland,"1,5,6",Intro and Verse,Jessica's Theme
Steve Winwood,"1,5,6",Chorus,Higher Love
Danny McCarthy,"1,5,6",Intro,Silver Scrapes
Danny McCarthy,"1,5,6",Verse,Silver Scrapes
Knife Party,"1,5,6",Solo,Fire Hive
Sportfreunde Stiller,"1,5,6",Intro and Verse,Applaus Applaus
High School Musical,"1,5,6",Chorus,Stick to the Status Quo
GG feat Gary Wright and Baby Brown ,"1,5,6",Chorus,My My My
The Paper Kites,"1,5,6",Intro,Bloom
Klaas,"1,5,6",Intro and Verse,Heartbeat
Lenka,"1,5,6",Chorus,Trouble is a Friend
nigahiga,"1,5,6",Chorus,Nice Guys
C2C,"1,5,6",Chorus,The Beat
Mayhem,"1,5,6",Intro,Eggs -Furries In A Blender RMX-
Mayhem,"1,5,6",Pre-Chorus,Eggs -Furries In A Blender RMX-
Katy Perry,"1,5,6",Verse,Unconditionally
Neighborhood Annoyance ,"1,5,6",Solo,ICE CREAM TRUCK
Josh Groban,"1,5,6",Chorus,You Raise Me Up
The Offspring,"1,5,6",Verse,You're Gonna Go Far Kid
The Offspring,"1,5,6",Pre-Chorus and Chorus,You're Gonna Go Far Kid
Bruce Dickinson,"1,5,6",Chorus,Tears of The Dragon
Manowar,"1,5,6",Chorus,Master of the wind
Helloween,"1,5,6",Chorus,A tale that wasn't right
Iron Maiden,"1,5,6",Chorus,Blood Brothers
Iron Maiden,"1,5,6",Verse and Pre-Chorus,No more lies
Red Hot Chili Peppers,"1,5,6",Pre-Chorus,Breaking the Girl
Braken,"1,5,6",Intro and Verse,To The Stars
Orchestral Manoeuvres in the Dark,"1,5,6",Intro,Electricity
Bob Dylan,"1,5,6",Chorus,Don't Think Twice It's Alright
Luke Bryan,"1,5,6",Verse,Crash My Party
Pegboard Nerds,"1,5,6",Chorus,Self Destruct
The Wanted,"1,5,6",Chorus,We Own The Night
Avicii,"1,5,6",Intro and Verse,Hey Brother
Takahashi Yu,"1,5,6",Chorus,Genjitsu to Iu Na no Kaibutsu to Tatakau MonoTachi
Pegboard Nerds and Tristam,"1,5,6",Verse,Razor Sharp
the Sing Team,"1,5,6",Chorus,Satisfied in You
Eagle Eye Cherry,"1,5,6",Intro,Save Tonight
Alex Lloyd,"1,5,6",Chorus,Amazing
Natalie Imbruglia,"1,5,6",Chorus,Torn
Natalie Imbruglia,"1,5,6",Outro,Torn
Blind Guardian,"1,5,6",Verse,A Past And Future Secret
Switchfoot,"1,5,6",Intro,Your Love is a Song
Jimi Hendrix,"1,5,6",Intro and Verse,Bold as love
Jimi Hendrix,"1,5,6",Chorus,Bold as love
Tan Bionica,"1,5,6",Pre-Chorus and Chorus,Ciudad Magica
Casting Crowns,"1,5,6",Verse,O Come All Ye Faithful - Christmas
Casting Crowns,"1,5,6",Verse,Joy to the World - Christmas
A Great Big World,"1,5,6",Intro,Say Something
Israel Kamakawiwoole,"1,5,6",Intro,Somewhere Over the Rainbow
Israel Kamakawiwoole,"1,5,6",Verse,Somewhere Over the Rainbow
Israel Kamakawiwoole,"1,5,6",Bridge,Somewhere Over the Rainbow
MistFolk,"1,5,6",Pre-Chorus and Chorus,Storm Spirits
Enya,"1,5,6",Verse,May It Be
Imagine Dragons,"1,5,6",Intro and Verse,Demons
Imagine Dragons,"1,5,6",Pre-Chorus and Chorus,Demons
Tamas Wells,"1,5,6",Verse and Pre-Chorus,From Prying Plans into the Fire
Alligatoah,"1,5,6",Chorus Lead-Out,Trauerfeier Lied
Klingande,"1,5,6",Verse,Punga
Nintendo,"1,5,6",Bridge,Super Smash Bros Melee - Onett
Iron Maiden,"1,5,6",Verse and Pre-Chorus,The Wicker Man
Iron And Wine,"1,5,6",Verse,Upward Over The Mountain
Enya,"1,5,6",Bridge,Orinico Flow
Scorpions,"1,5,6",Chorus,Still loving you
Idina Menzel,"1,5,6",Chorus,Let It Go
Sick Individuals - Axwell,"1,5,6",Intro and Verse,I am
UNiTE,"1,5,6",Chorus,Ai -'ation-
Adel Tawil,"1,5,6",Verse,Lieder
Hollywood Undead,"1,5,6",Chorus,Bullet
Paris Hilton,"1,5,6",Chorus,Nothing In This World
Lindsey Stirling,"1,5,6",Pre-Chorus and Chorus,Shadows
Madonna,"1,5,6",Verse,La Isla Bonita
Miriam Bryant,"1,5,6",Chorus,Push Play
Hampton the Hampster,"1,5,6",Chorus,Hampster Dance
John Denver,"1,5,6",Chorus,Take Me Home - Country Roads
Nightwish,"1,5,6",Intro and Verse,Last Of the Wilds
Instrumental Core,"1,5,6",Chorus,The Angels Among Demons
Brad Paisley and Alison Krauss,"1,5,6",Chorus,Whiskey Lullaby
Dj Fortify,"1,5,6",Solo 1,PEWDIEPIE Song
YB,"1,5,6",Chorus,Flying Butterfly
The Offspring,"1,5,6",Verse,Self Esteem
Sanna Nielsen,"1,5,6",Chorus,Undo
Rebecca and Fiona,"1,5,6",Chorus,Bullets - Nause and Adrian Lux Remix
Alligatoah,"1,5,6",Pre-Chorus and Chorus,Narben
Daddy Yankee,"1,5,6",Chorus,Limbo
The Beatles,"1,5,6",Verse,Oh Darling
Tiesto,"1,5,6",Chorus,Red Lights
The Stone Roses,"1,5,6",Chorus,I Wanna Be Adored
Smile-dk,"1,5,6",Chorus,Butterfly
Smile-dk,"1,5,6",Verse,Butterfly
The Script,"1,5,6",Intro,Hall of Fame
The Script,"1,5,6",Chorus,Hall of Fame
Judas Priest,"1,5,6",Verse and Pre-Chorus,Breaking The Law
Betty Who,"1,5,6",Chorus,Somebody Loves You
John Legend,"1,5,6",Intro and Verse,All of Me
John Legend,"1,5,6",Pre-Chorus and Chorus,All of Me
Murray Gold,"1,5,6",Verse,The Doctor's Theme Series 4
The All-American Rejects,"1,5,6",Verse,Dirty Little Secret
Pyotr Ilyich Tchaikovsky,"1,5,6",Verse,Russian Dance 'Trepak'
Vienna Teng,"1,5,6",Intro and Verse,Goodnight New York
Florida Georgia Line,"1,5,6",Chorus,Cruise
Red Hot Chili Peppers,"1,5,6",Verse,Under The Bridge
Red Hot Chili Peppers,"1,5,6",Chorus,Under The Bridge
Katy Perry,"1,5,6",Pre-Chorus,Firework
Natasha Bedingfield,"1,5,6",Chorus,These Words
All Levels at Once,"1,5,6",Chorus,Phoenix
Fergie,"1,5,6",Chorus,Big Girls Don't Cry
Kelly Clarkson,"1,5,6",Pre-Chorus and Chorus,Breakaway
Austra,"1,5,6",Chorus,Painful Like
HertzDevil,"1,5,6",Intro,Blueshift Galaxy
Scott McKenzie,"1,5,6",Chorus,San Francisco
Alexandra Stan,"1,5,6",Chorus,Get Back ASAP
Black Eyed Peas,"1,5,6",Chorus,Where Is The Love
Cold Chisel,"1,5,6",Verse,Khe Sanh
Howard Shore,"1,5,6",Outro,Bridge of Khazad-dum
Harry Gregson-Williams,"1,5,6",Outro,Metal Gear
Justice Crew,"1,5,6",Instrumental,Que Sera
Shakira,"1,5,6",Verse,Whenever Wherever
Shakira,"1,5,6",Chorus,Whenever Wherever
Sega,"1,5,6",Intro,Seaside Hill Zone
Shakira,"1,5,6",Instrumental,Whenever Wherever
Yasunori Mitsuda,"1,5,6",Outro,Radical Dreamers
Michael Walthius,"1,5,6",Chorus,Dreaming in Stereo - Under The Moon
Michael Walthius,"1,5,6",Instrumental,Dreaming in Stereo - Under The Moon
Gym Class Heroes And Ryan Tedder,"1,5,6",Intro and Verse,The Fighter
Gustav Holst,"1,5,6",Bridge,Jupiter from The Planets
Les Friction,"1,5,6",Chorus,What You Need
Chicane and Ferry Corsten,"1,5,6",Chorus,One Thousand Suns - Soundprank Remix
NiR-Gerda,"1,5,6",Chorus,Rasen'nawatashi--My Spiral 
Rasen'nawatashi--My Spiral,"1,5,6",Chorus,NiR-Gerda
John O'Callaghan ft Sarah Howells,"1,5,6",Verse and Pre-Chorus,Find Yourself
Nightwish,"1,5,6",Bridge,The Poet and the Pendulum
Olly Murs ,"1,5,6",Chorus,Dear Darlin
Hans Zimmer,"1,5,6",Instrumental,Now We Are Free
Sylvie Vartan,"1,5,6",Chorus,Irresistiblement
Fall Out Boy,"1,5,6",Verse,Young Volcanoes
Fall Out Boy,"1,5,6",Pre-Chorus,Young Volcanoes
Enrique ft Descemer Bueno Gente De Zona,"1,5,6",Verse and Pre-Chorus,Bailando Espanol
Enrique ft Descemer Bueno Gente De Zona,"1,5,6",Chorus,Bailando Espanol
Kors-K--DJ-Command,"1,5,6",Chorus,Smooooch---Akiba-Kobo-Remix-
Neo Cortex,"1,5,6",Chorus,Elements 2004
Neo Cortex,"1,5,6",Chorus,Elements
Neo Cortex,"1,5,6",Verse,Elements
Technikal and Nathalie ,"1,5,6",Chorus,Big Sky
Neo Cortex,"1,5,6",Instrumental,Elements
Anamanaguchi,"1,5,6",Verse,Akira
Florence and the Machine,"1,5,6",Chorus,Spectrum
Jet,"1,5,6",Verse,Look What You've Done
Tom Petty And The Heartbreakers,"1,5,6",Pre-Chorus and Chorus,I Won't Back Down
Lana Del Rey,"1,5,6",Verse,Old Money
Alicia Keys,"1,5,6",Intro,No One
Sarah McLachlan,"1,5,6",Bridge,Adia
Regina Spektor,"1,5,6",Chorus,Samson
Dolly Parton,"1,5,6",Chorus,Jolene
Green Day,"1,5,6",Instrumental,Boulevard of Broken Dreams
Mike Oldfield,"1,5,6",Verse and Pre-Chorus,Moonlight Shadow feat Maggie Reilly
Naruto,"1,5,6",Instrumental,Sadness and Sorrow
Jacksfilms,"1,5,6",Chorus,Give This Song A Title
Nightwish,"1,5,6",Intro,Ghost River
Luke Bryan,"1,5,6",Chorus,Play It Again
Queen,"1,5,6",Verse,You're My Best Friend
Piao Shu,"1,5,6",Intro,Pingfan zhi lu
John Mayer,"1,5,6",Chorus,Half of My Heart
Chase Holfelder,"1,5,6",Pre-Chorus,I Want You to Want Me in Minor Key
Lorde,"1,5,6",Chorus,Tennis Court
Avril Lavigne,"1,5,6",Intro,Sk8er Boi
Avril Lavigne,"1,5,6",Verse,Sk8er Boi
Eric Whitacre,"1,5,6",Chorus,A Boy and a Girl
AFI,"1,5,6",Chorus,Girl's Not Grey
Mat Kearney,"1,5,6",Pre-Chorus,Sooner Or Later
One Republic,"1,5,6",Chorus,Stop And Stare
Cartoons,"1,5,6",Chorus,Witch Doctor
Alphaville,"1,5,6",Verse,Forever Young
Motoi Sakuraba,"1,5,6",Verse,Longing - Dark Souls II Soundtrack
Green Day,"1,5,6",Chorus,X-Kid
Alphaville,"1,5,6",Chorus,Forever Young
Smokey Mountain,"1,5,6",Chorus,Da Coconut Nut
Heart,"1,5,6",Verse and Pre-Chorus,What About Love
Kyle Justin,"1,5,6",Chorus,The Angry Video Game Nerd Theme Song
Jonathan Larson,"1,5,6",Verse,Seasons of Love
Chelsea Ward,"1,5,6",Verse,That's Falling in Love
Paul McCartney,"1,5,6",Verse,Meat Free Monday
A Great Big World,"1,5,6",Intro and Verse,Say Something
A Great Big World,"1,5,6",Chorus,Say Something
Avicii,"1,5,6",Pre-Chorus and Chorus,Father Told Me
Roomie,"1,5,6",Chorus,How To Make A Number One Song Without Talent
Nine Inch Nails,"1,5,6",Chorus,The Perfect Drug
One Republic,"1,5,6",Chorus,I Lived - Arty Remix
AFI,"1,5,6",Chorus,Miss Murder
Avicii,"1,5,6",Chorus,The Days
Sonia Leigh,"1,5,6",Chorus,Put It In Your Pocket
Takeo Watanabe,"1,5,6",Chorus,Mobile Suit Gundam - Tobe Gundam
Avicii,"1,5,6",Chorus,The Nights FIFA 15 Soundtrack
Avicii,"1,5,6",Instrumental,The Nights FIFA 15 Soundtrack
3OH3,"1,5,6",Chorus,Don't Trust Me
Fountains Of Wayne,"1,5,6",Chorus,Stacy's Mum
The Calling,"1,5,6",Chorus,Wherever You Will Go
Calvin Harris,"1,5,6",Chorus,I Need Your Love
Calvin Harris,"1,5,6",Intro,I Need Your Love
Justice Crew,"1,5,6",Chorus,Que Sera
Bastille,"1,5,6",Verse,What Would You Do
Bastille,"1,5,6",Chorus,What Would You Do
Taylor Swift,"1,5,6",Chorus,Bad Blood
The Divine Comedy,"1,5,6",Bridge,At The Indie Disco
The Gaslight Anthem,"1,5,6",Verse,The Spirit of Jazz
The Gaslight Anthem,"1,5,6",Verse,The Navesink Banks
Echosmith,"1,5,6",Chorus,Cool Kids
The Gaslight Anthem,"1,5,6",Verse,Have Mercy
Echosmith,"1,5,6",Intro,Cool Kids
Jimi Hendrix,"1,5,6",Verse,Bold As Love
Biffy Clyro,"1,5,6",Verse,The Captain
The Gaslight Anthem,"1,5,6",Intro,45
The Gaslight Anthem,"1,5,6",Chorus,45
Tomas Danko,"1,5,6",Verse,Plastic Pop
Swedish House Mafia,"1,5,6",Bridge,Don't You Worry Child
Martin Tungevaag,"1,5,6",Solo,Wicked Wonderland
Spongebob Squarepants,"1,5,6",Verse,A Day Like This
Flo Rida,"1,5,6",Intro,Who Dat Girl
Flo Rida,"1,5,6",Chorus,Who Dat Girl
Soldat Louis,"1,5,6",Chorus,Tirer des caisses
GES,"1,5,6",Chorus,Nar vi graver guld i USA
John Murphy,"1,5,6",Instrumental,Sunshine
The Gaslight Anthem,"1,5,6",Chorus,Rollin' And Tumblin'
Men At Work,"1,5,6",Chorus,Land Down Under
Jefferson Airplane,"1,5,6",Chorus,Somebody to Love
Caramell,"1,5,6",Chorus,Caramelldansen
Michael Buble,"1,5,6",Verse,It's a Beautiful Day
Michael Buble,"1,5,6",Chorus,It's a Beautiful Day
Gill Norris,"1,5,6",Chorus,Forme - Guy J PM Mix
Vangelis,"1,5,6",Intro and Verse,Hymne
Wyclef Jean,"1,5,6",Verse,Divine Sorrow
Swedish House Mafia,"1,5,6",Verse and Pre-Chorus,Don't You Worry Child
Swedish House Mafia,"1,5,6",Pre-Chorus and Chorus,Don't You Worry Child
Breeze vs UFO and Lost Witness,"1,5,6",Intro,Love To The Stars - Azora Remix
Alice Cooper,"1,5,6",Pre-Chorus and Chorus,Poison
You Don't Know Jack,"1,5,6",Chorus,Question 5
The Pogues and Kirsty MacColl,"1,5,6",Verse,Fairytale of New York
Owl City,"1,5,6",Pre-Chorus,When Can I See You Again
Owl City,"1,5,6",Chorus,When Can I See You Again
The Beatles,"1,5,6",Verse and Pre-Chorus,I Should Have Known Better
Jay Sean,"1,5,6",Chorus,Down
Shawn Lane,"1,5,6",Verse,Grey Pianos Flying
Teddybears,"1,5,6",Chorus,Hey Boy
Motoi Sakuraba,"1,5,6",Verse,The Imperial City
Lady Gaga,"1,5,6",Chorus,Stuck On Fuckin You
Transatlantic,"1,5,6",Chorus,We All Need Some Light
Gregory Alan Isakov,"1,5,6",Verse,The Stable Song
Tom Cochrane,"1,5,6",Chorus,Life is a Highway
Crayon Shin Chan,"1,5,6",Chorus,Party Join Us
Coldplay,"1,5,6",Bridge,Fix You
Sia,"1,5,6",Chorus,Elastic Heart
Nelly,"1,5,6",Chorus,Just A Dream
Sia,"1,5,6",Intro,Elastic Heart
Sia,"1,5,6",Pre-Chorus,Elastic Heart
Bonnie Tyler,"1,5,6",Chorus,Holding Out For A Hero
One Direction,"1,5,6",Verse,Nobody Compares
Helene Fischer,"1,5,6",Chorus,Atemlos
Helene Fischer,"1,5,6",Instrumental,Atemlos
Helene Fischer,"1,5,6",Verse and Pre-Chorus,Atemlos
Cool and Create,"1,5,6",Chorus,Help me ERINNNNNN
Mark Forster feat Sido,"1,5,6",Instrumental,Au Revoir
One Direction ,"1,5,6",Chorus,Night Changes 
Jimmy Eat World,"1,5,6",Verse,The Authority Song
Jimmy Eat World,"1,5,6",Chorus,The Authority Song
Strong Bad,"1,5,6",Chorus,The Cheat is Not Dead
Yoko Takahashi,"1,5,6",Verse,A Cruel Angel's Thesis
One Direction,"1,5,6",Pre-Chorus,Heart Attack 
One Direction,"1,5,6",Chorus,Heart Attack 
The Living End,"1,5,6",Chorus,Who's Gonna Save Us
Maroon 5,"1,5,6",Pre-Chorus,She Will Be Loved
Weezer,"1,5,6",Chorus,No One Else
Harry Gregson-Williams,"1,5,6",Outro 1,Metal Gear
Grateful Dead,"1,5,6",Verse and Pre-Chorus,Sugaree
Agnes,"1,5,6",Chorus,Right Here Right Now
Miley Cyrus,"1,5,6",Intro,Jolene
Blues Traveler,"1,5,6",Chorus,Hook
fripSide,"1,5,6",Verse,Only My Railgun
Sia,"1,5,6",Verse,Elastic Heart
Ryan Star,"1,5,6",Chorus,Brand New Day
Robin Schulz ft Jasmine Thompson,"1,5,6",Verse,Sun Goes Down
Robin Schulz ft Jasmine Thompson,"1,5,6",Pre-Chorus,Sun Goes Down
Eagle Eye Cherry,"1,5,6",Chorus,Save Tonight
Brooke Fraser,"1,5,6",Verse and Pre-Chorus,Something In The Water
Sia,"1,5,6",Chorus Lead-Out,Elastic Heart
Madeon,"1,5,6",Outro,Technicolor
Kelly Clarkson,"1,5,6",Chorus,Heartbeat Song
The Horrible Crowes,"1,5,6",Intro and Verse,Crush
The Horrible Crowes,"1,5,6",Outro,Crush
Sega,"1,5,6",Intro,Azure Blue World
Calvin Harris,"1,5,6",Pre-Chorus,I Need Your Love
Mausland Band,"1,5,6",Intro,Aggressive Alpine Skiing
Taylor Swift,"1,5,6",Chorus,Mean
Robert Plant and Alison Krauss,"1,5,6",Verse,Gone Gone Gone
Jordin Sparks,"1,5,6",Chorus,Battlefield
Arthur,"1,5,6",Chorus,Beginning of time
Parry Gripp,"1,5,6",Verse,It's Raining Tacos
Peter Gabriel,"1,5,6",Chorus,Here Comes The Flood
Carly Rae Jepsen,"1,5,6",Chorus,I Really Like You
