artist,cp,section,song
Franck Keller and Ygal Ama,"1,5,6,4,5",Pre-Chorus and Chorus,Code Lyoko Theme
4 Strings,"1,5,6,4,5",Pre-Chorus and Chorus,Take Me Away
Icelandic Folk,"1,5,6,4,5",Instrumental,Islandsljod
Robyn,"1,5,6,4,5",Verse,Call Your Girlfriend
Adele,"1,5,6,4,5",Bridge,Hello
Richard Marx,"1,5,6,4,5",Chorus,Richard Marx - Right Here Waiting
Richard Marx,"1,5,6,4,5",Chorus,Right Here Waiting
Toru Minegishi,"1,5,6,4,5",Chorus,Splatfest Battle - Ink Me Up
Nightwish,"1,5,6,4,5",Intro,Ever Dream
The Killers,"1,5,6,4,5",Chorus,Human
Beck,"1,5,6,4,5",Verse and Pre-Chorus,Blue Moon
Shinichi Sakamoto,"1,5,6,4,5",Verse,Side-Crawler's Dance
nanobii,"1,5,6,4,5",Chorus,HYPER DRIVE
Nintendo,"1,5,6,4,5",Chorus,GBA Sky Garden - Mario Kart DS
Toby Fox,"1,5,6,4,5",Verse,Stronger Monsters
Blink-182,"1,5,6,4,5",Chorus,She's Out Of Her Mind
Kelly Clarkson,"1,5,6,5,4",Chorus,Already Gone
Oasis,"1,5,6,5,4",Pre-Chorus and Chorus,Don't Go Away
Taylor Swift,"1,5,6,5,4",Chorus,Mine
Taylor Swift,"1,5,6,5,4",Chorus,We Are Never Ever Getting Back Together
Train,"1,5,6,5,4",Chorus,Drive By
Blink 182,"1,5,6,5,4",Chorus,What's My Age Again
Basto,"1,5,6,5,4",Chorus,Again and Again
Hurricane 1,"1,5,6,5,4",Chorus,Only The Strongest Will Survive
JayKay - Lil Wayne - Rick Ross - Mack 10 ,"1,5,6,5,4",Pre-Chorus and Chorus,Party Encore
Lou Reed,"1,5,6,5,4",Verse and Pre-Chorus,Perfect Day
Helloween,"1,5,6,5,4",Chorus,A tale that wasn't right
Hank Green,"1,5,6,5,4",Chorus,It All Makes Sense at the End
Nause,"1,5,6,5,4",Chorus,Hungry Hearts
Alligatoah,"1,5,6,5,4",Pre-Chorus and Chorus,Narben
Betty Who,"1,5,6,5,4",Chorus,Somebody Loves You
Kelly Clarkson,"1,5,6,5,4",Pre-Chorus and Chorus,Breakaway
Cold Chisel,"1,5,6,5,4",Verse,Khe Sanh
Jet,"1,5,6,5,4",Verse,Look What You've Done
Luke Bryan,"1,5,6,5,4",Chorus,Play It Again
Chase Holfelder,"1,5,6,5,4",Pre-Chorus,I Want You to Want Me in Minor Key
Kyle Justin,"1,5,6,5,4",Chorus,The Angry Video Game Nerd Theme Song
Avicii,"1,5,6,5,4",Pre-Chorus and Chorus,Father Told Me
Avicii,"1,5,6,5,4",Chorus,The Nights FIFA 15 Soundtrack
Avicii,"1,5,6,5,4",Instrumental,The Nights FIFA 15 Soundtrack
Michael Buble,"1,5,6,5,4",Chorus,It's a Beautiful Day
Lady Gaga,"1,5,6,5,4",Chorus,Stuck On Fuckin You
Tom Cochrane,"1,5,6,5,4",Chorus,Life is a Highway
Helene Fischer,"1,5,6,5,4",Chorus,Atemlos
Helene Fischer,"1,5,6,5,4",Instrumental,Atemlos
Helene Fischer,"1,5,6,5,4",Verse and Pre-Chorus,Atemlos
justin bieber,"1,5,6,5,4",Intro,boyfriend
Avicii,"1,5,6,5,4",Verse and Pre-Chorus,The Nights
Avicii,"1,5,6,5,4",Pre-Chorus,The Nights
Avicii,"1,5,6,5,4",Pre-Chorus and Chorus,The Nights
Avicii,"1,5,6,5,4",Chorus,The Nights
Avicii,"1,5,6,5,4",Solo,The Nights
Deathro,"1,5,6,5,4",Chorus,Mega Man Infamous Intent - Gryphon Flight
Hunter Hayes,"1,5,6,5,4",Chorus,21
Alkaline Trio,"1,5,6,5,4",Pre-Chorus and Chorus,Radio
Less Than Jake,"1,5,6,5,4",Chorus,History Of A Boring Town
The Libertines,"1,5,6,5,4",Verse,Don't Look Back Into The Sun
Delain,"1,5,6,5,4",Chorus,Are You Done With Me
Ashley Wallbridge Andy Moor Meighan Nealon,"1,5,6,5,4",Chorus,Faces
Daughtry,"1,5,6,5,4",Verse,Over You
Daughtry,"1,5,6,5,4",Chorus,Over You
Treble Charger,"1,5,6,5,4",Chorus,Don't Believe It All
Erasure,"1,5,6,5,1",Verse,Always
Enrique Iglesias,"1,5,6,5,1",Chorus,Escape
Air,"1,5,6,5,1",Verse,Venus
Casting Crowns,"1,5,6,5,1",Verse,O Come All Ye Faithful - Christmas
Alligatoah,"1,5,6,5,1",Chorus Lead-Out,Trauerfeier Lied
Alligatoah,"1,5,6,5,1",Chorus,Wer Weiss
Rebecca and Fiona,"1,5,6,5,1",Chorus,Bullets - Nause and Adrian Lux Remix
Nightwish,"1,5,6,5,1",Bridge,The Poet and the Pendulum
Tom Petty And The Heartbreakers,"1,5,6,5,1",Pre-Chorus and Chorus,I Won't Back Down
Jimmy Eat World,"1,5,6,5,1",Verse,The Authority Song
Maroon 5,"1,5,6,5,1",Pre-Chorus,She Will Be Loved
Alkaline Trio,"1,5,6,5,1",Pre-Chorus and Chorus,Radio
Loch Lomond,"1,5,6,5,1",Intro,Wax And Wire
Nightwish,"1,5,6,5,1",Chorus,Over the Hills and Far Away
Stone Temple Pilots,"1,5,6,5,1",Chorus,Sex Type Thing
Black Sabbath,"1,5,6,5,1",Intro and Verse,Paranoid
Rory Gallagher,"1,5,6,5,1",Verse,I'm Not Awake Yet
Area 11,"1,5,6,5,1",Intro and Verse,Heaven Piercing Giga Drill
ArmanArX,"1,5,6,5,1",Chorus,Gila Dengan Kertas-Kertas
Black Sabbath,"1,5,6,5,1",Solo,Paranoid
Blink-182,"1,5,6,5,1",Chorus,Even If She Falls
Blind Guardian,"1,5,6,5,6",Verse,A Past And Future Secret
Madonna,"1,5,6,5,6",Verse,La Isla Bonita
Virtual Riot,"1,5,6,5,6",Chorus,Energy Drink
Syn Cole,"1,5,6,5,6",Chorus,Miami 82 - Avicii Edit
Dolly Parton,"1,5,6,5,6",Chorus,Jolene
Miley Cyrus,"1,5,6,5,6",Intro,Jolene
Paramore,"1,5,6,5,6",Chorus,That's What You Get
Black Sabbath,"1,5,6,5,6",Intro,God Is Dead
Tame Impala,"1,5,6,5,6",Verse,Solitude is Bliss
Madonna,"1,5,6,5,6",Verse,Devil Pray
Astronaut,"1,5,6,5,6",Intro and Verse,Feronia feat Danyka Nadeau
Rhapsody,"1,5,6,5,6",Verse,Lord Of The Thunder
Black Sabbath,"1,5,6,5,6",Solo,Paranoid
Cascada,"1,5,6,1,5",Chorus,Every Time We Touch
Evanescence,"1,5,6,1,5",Chorus,Bring Me To Life
Warren Zevon,"1,5,6,1,5",Verse,Please Stay
Sportfreunde Stiller,"1,5,6,1,5",Intro and Verse,Applaus Applaus
The Paper Kites,"1,5,6,1,5",Intro,Bloom
C2C,"1,5,6,1,5",Chorus,The Beat
Red Hot Chili Peppers,"1,5,6,1,5",Pre-Chorus,Breaking the Girl
Pegboard Nerds and Tristam,"1,5,6,1,5",Verse,Razor Sharp
Flyleaf,"1,5,6,1,5",Intro,Again
The Stone Roses,"1,5,6,1,5",Chorus,I Wanna Be Adored
Smile-dk,"1,5,6,1,5",Chorus,Butterfly
Smile-dk,"1,5,6,1,5",Verse,Butterfly
Judas Priest,"1,5,6,1,5",Verse and Pre-Chorus,Breaking The Law
Michael Walthius,"1,5,6,1,5",Instrumental,Dreaming in Stereo - Under The Moon
Anamanaguchi,"1,5,6,1,5",Verse,Akira
Motoi Sakuraba,"1,5,6,1,5",Verse,Longing - Dark Souls II Soundtrack
Nine Inch Nails,"1,5,6,1,5",Chorus,The Perfect Drug
The Gaslight Anthem,"1,5,6,1,5",Verse,The Navesink Banks
Transatlantic,"1,5,6,1,5",Chorus,We All Need Some Light
Jimmy Eat World,"1,5,6,1,5",Verse,The Authority Song
Toby Fox,"1,5,6,1,5",Intro,Stronger Monsters
Muse,"1,5,6,1,5",Verse,Dead Inside
Casting Crowns,"1,5,6,1,4",Verse,Joy to the World - Christmas
Scott McKenzie,"1,5,6,1,4",Chorus,San Francisco
Regina Spektor,"1,5,6,1,4",Chorus,Samson
Vicetone,"1,5,6,1,4",Chorus,Nothing Stopping Me
Metro Station,"1,5,6,1,4",Chorus,Shake It
Metro Station,"1,5,6,1,4",Chorus Lead-Out,Shake It
Keiichi Suzuki,"1,5,6,1,4",Chorus,Eight Melodies
Tiny Moving Parts,"1,5,6,1,4",Verse,Headache
Blink 182,"1,5,4,1,5",Verse and Pre-Chorus,All The Small Things
Bruno Mars,"1,5,4,1,5",Chorus,The Lazy Song
Bryan Adams,"1,5,4,1,5",Verse,Everything I Do
Cascada,"1,5,4,1,5",Verse,Every Time We Touch
Creedence Clearwater Revival,"1,5,4,1,5",Verse,Bad Moon Rising
Creedence Clearwater Revival,"1,5,4,1,5",Chorus,Up Around the Bend
Five For Fighting,"1,5,4,1,5",Chorus Lead-Out,100 Years
Gym Class Heroes,"1,5,4,1,5",Chorus,Ass Back Home
Lady Gaga,"1,5,4,1,5",Verse,Born This Way
Michael Jackson,"1,5,4,1,5",Chorus,Black or White
Miller 64,"1,5,4,1,5",Verse,Living The Dream
Missy Higgins,"1,5,4,1,5",Chorus,Night Minds
Missy Higgins,"1,5,4,1,5",Verse,Night Minds
Neutral Milk Hotel,"1,5,4,1,5",Verse,King of Carrot Flowers
NOFX,"1,5,4,1,5",Intro,Leave It Alone
Third Eye Blind,"1,5,4,1,5",Intro,How's It Going To Be
Third Eye Blind,"1,5,4,1,5",Verse,How's It Going To Be
Tim McGraw,"1,5,4,1,5",Verse,Where The Green Grass Grows
Vampire Weekend,"1,5,4,1,5",Verse,A-Punk
Green Day,"1,5,4,1,5",Chorus,21 Guns
Vengaboys,"1,5,4,1,5",Intro,Up and Down
Otis Redding,"1,5,4,1,5",Bridge,Sittin' On The Dock of the Bay
Hefner,"1,5,4,1,5",Verse,The Day That Thatcher Dies
Fuel,"1,5,4,1,5",Pre-Chorus and Chorus,Hemorrhage - In My Hands
Coldplay,"1,5,4,1,5",Pre-Chorus,Paradise
The Eagles,"1,5,4,1,5",Verse,Take It Easy
The Kinks,"1,5,4,1,5",Bridge,Lola
Taylor Swift,"1,5,4,1,5",Verse,Safe and Sound
Adam Sandler,"1,5,4,1,5",Verse,Somebody Kill Me
Adam Sandler,"1,5,4,1,5",Chorus,Somebody Kill Me
Pink,"1,5,4,1,5",Intro and Verse,Trouble
Michael Franti - Spearhead,"1,5,4,1,5",Chorus,Say Hey - I Love You
ABBA,"1,5,4,1,5",Pre-Chorus,Mamma Mia
Magnetic Fields,"1,5,4,1,5",Verse,Acoustic Guitar
Tegan and Sara,"1,5,4,1,5",Chorus,I Was A Fool
Tegan and Sara,"1,5,4,1,5",Bridge,I Was A Fool
Glee,"1,5,4,1,5",Chorus,Loser Like Me
Lorde,"1,5,4,1,5",Chorus,Royals
Ween,"1,5,4,1,5",Intro and Verse,What Deaner was Talking About
They Might Be Giants,"1,5,4,1,5",Verse and Pre-Chorus,Sensurround
Eli Young Band,"1,5,4,1,5",Chorus,Crazy Girl
Big Star,"1,5,4,1,5",Chorus,September Gurls
Patent Pending,"1,5,4,1,5",Chorus,Hey Mario
The La's,"1,5,4,1,5",Intro,There She Goes
The La's,"1,5,4,1,5",Chorus,There She Goes
Bastille,"1,5,4,1,5",Chorus,Pompeii
Jimmy Eat World,"1,5,4,1,5",Intro and Verse,The Middle
Lynyrd Skynyrd,"1,5,4,1,5",Intro,Sweet Home Alabama
U2,"1,5,4,1,5",Intro and Verse,Desire
Van Morrison,"1,5,4,1,5",Intro,Gloria
Evermore,"1,5,4,1,5",Pre-Chorus,Running
Fleetwood Mac,"1,5,4,1,5",Verse,Don't Stop
Cheap Trick,"1,5,4,1,5",Verse,Surrender
Bachman-Turner Overdrive,"1,5,4,1,5",Chorus,You Ain't Seen Nothing
Emilia,"1,5,4,1,5",Chorus,Big Big World
Del Amitri,"1,5,4,1,5",Verse,Nothing Ever Happens
Enya,"1,5,4,1,5",Verse,Caribbean Blue
Braken,"1,5,4,1,5",Intro and Verse,To The Stars
Lana Del Rey,"1,5,4,1,5",Intro,National Anthem
The Wanted,"1,5,4,1,5",Chorus,We Own The Night
Elmer Bernstein,"1,5,4,1,5",Verse,Ghostbusters
Enya,"1,5,4,1,5",Bridge,Only Time
The Who,"1,5,4,1,5",Intro and Verse,Baba O'Riley
Enya,"1,5,4,1,5",Intro and Verse,Orinico Flow
Enya,"1,5,4,1,5",Chorus,Orinico Flow
UNiTE,"1,5,4,1,5",Verse and Pre-Chorus,Ai -'ation-
Hank Green,"1,5,4,1,5",Verse,It All Makes Sense at the End
The Kooks,"1,5,4,1,5",Chorus,Naive
Whitesnake,"1,5,4,1,5",Intro,Here I Go Again
One Direction,"1,5,4,1,5",Chorus,Best Song Ever
Lady Gaga,"1,5,4,1,5",Chorus,You And I
Betty Who,"1,5,4,1,5",Chorus,Somebody Loves You
Forever The Sickest Kids,"1,5,4,1,5",Chorus,Whoa Oh Me vs Everyone
The Beatles,"1,5,4,1,5",Verse,Two Of Us
Starbomb,"1,5,4,1,5",Intro,Luigi's Ballad
Fergie,"1,5,4,1,5",Chorus,Big Girls Don't Cry
Above and Beyond,"1,5,4,1,5",Intro,Good For Me - Ambient Mix -
Above and Beyond,"1,5,4,1,5",Verse,Good For Me - Ambient Mix -
Above and Beyond,"1,5,4,1,5",Chorus,Good For Me - Ambient Mix -
The White Stripes,"1,5,4,1,5",Verse,I Want to Be the Boy to Warm Your Mother's Heart
The Black Keys,"1,5,4,1,5",Verse,Gold On The Ceiling
The Black Keys,"1,5,4,1,5",Intro,Gold On The Ceiling
Phil Collins,"1,5,4,1,5",Chorus,Can't Stop Loving You
Denver the Last Dinosaur,"1,5,4,1,5",Chorus,Denver the Last Dinosaur Theme Song
Driftless Pony Club,"1,5,4,1,5",Verse,House of 1982- Built Like A Ship
Dave Matthews and Tim Reynolds,"1,5,4,1,5",Chorus,Number 41
John Mayer,"1,5,4,1,5",Chorus,Half of My Heart
Smokey Mountain,"1,5,4,1,5",Chorus,Da Coconut Nut
Heart,"1,5,4,1,5",Verse and Pre-Chorus,What About Love
Kyle Justin,"1,5,4,1,5",Chorus,The Angry Video Game Nerd Theme Song
Panda Bear,"1,5,4,1,5",Chorus,Bros
Veronica Maggio,"1,5,4,1,5",Verse and Pre-Chorus,Jag kommer
Elmer Bernstein,"1,5,4,1,5",Instrumental,Ghostbusters
London Grammar,"1,5,4,1,5",Chorus,Strong
MIKA,"1,5,4,1,5",Chorus,Popular Song ft Ariana Grande
Sonia Leigh,"1,5,4,1,5",Chorus,Put It In Your Pocket
Nine Days,"1,5,4,1,5",Chorus,Absolutely
They Might Be Giants,"1,5,4,1,5",Verse,Can't Keep Johnny Down
The White Stripes,"1,5,4,1,5",Verse,You Don't Know What Love Is
The Gaslight Anthem,"1,5,4,1,5",Verse,The Navesink Banks
Disasterpeace,"1,5,4,1,5",Verse,FEZ - Home
Rush,"1,5,4,1,5",Chorus,Working Man
Steve Miller Band,"1,5,4,1,5",Verse,Take The Money and Run
They Might Be Giants,"1,5,4,1,5",Verse,Nightgown of the Sullen Moon
Sum 41,"1,5,4,1,5",Chorus,In Too Deep
Animusic,"1,5,4,1,5",Chorus,Stick Figures
Yogscast,"1,5,4,1,5",Chorus,Carrot For A Cock
Nicki Minaj feat Skylar Grey,"1,5,4,1,5",Chorus Lead-Out,Bed Of Lies
Transatlantic,"1,5,4,1,5",Chorus,We All Need Some Light
Tom Cochrane,"1,5,4,1,5",Chorus,Life is a Highway
Pearl Jam,"1,5,4,1,5",Verse,Yellow Ledbetter
My Chemical Romance,"1,5,4,1,5",Chorus,Teenagers
Ziggy Marley,"1,5,4,1,5",Chorus,Love is My Religion
Vertical Horizon,"1,5,4,1,5",Chorus,I'm Still Here
Rend Collective,"1,5,4,1,5",Verse,Movements
Jonathan Coulton,"1,5,4,1,5",Verse,Code Monkey
Schoolhouse Rock,"1,5,4,1,5",Verse,Interjections
Rush,"1,5,4,1,5",Verse,Closer to the Heart
Taylor Swift,"1,5,4,1,5",Chorus,Mean
Mia,"1,5,4,1,5",Verse,Paper Planes
Jordin Sparks,"1,5,4,1,5",Pre-Chorus,Battlefield
Walk off the Earth,"1,5,4,1,5",Verse,Lightning Bolt
Walk off the Earth,"1,5,4,1,5",Chorus,Lightning Bolt
Kelly Clarkson,"1,5,4,1,5",Chorus,Walk Away
Tommy Tutone,"1,5,4,1,5",Pre-Chorus and Chorus,867-5309 Jenny
U2,"1,5,4,1,5",Pre-Chorus,Original Of The Species
Washed Out,"1,5,4,1,5",Chorus,New Theory
Carrie Underwood,"1,5,4,1,5",Chorus,Good Girl
OMI,"1,5,4,1,5",Verse,Cheerleader
OMI,"1,5,4,1,5",Intro,Cheerleader
Wiz Khalifa ft Charlie Puth,"1,5,4,1,5",Chorus Lead-Out,See You Again
Coldplay,"1,5,4,1,5",Bridge,Charlie Brown
Lady Gaga,"1,5,4,1,5",Verse and Pre-Chorus,Eh Eh
The Mighty Mighty Bosstones,"1,5,4,1,5",Chorus,The Package Store Petition
The Mighty Mighty Bosstones,"1,5,4,1,5",Chorus,The Horse Shoe and the Rabbit's Foot
The Mighty Mighty Bosstones,"1,5,4,1,5",Verse and Pre-Chorus,The Horse Shoe and the Rabbit's Foot
Radical Face,"1,5,4,1,5",Pre-Outro,Welcome Home
Parade Of Lights,"1,5,4,1,5",Intro,Feeling Electric
Robbie Williams,"1,5,4,1,5",Chorus,Feel
Miley Cyrus,"1,5,4,1,5",Chorus,See You Again
The Mighty Mighty Bosstones,"1,5,4,1,5",Chorus,The One With The Woes All Over It
Mayday Parade,"1,5,4,1,5",Verse,Oh Well Oh Well
The Mighty Mighty Bosstones,"1,5,4,1,5",Chorus,Don't Worry Desmond Dekker
Sum 41,"1,5,4,1,5",Intro and Verse,Heart Attack
Sum 41,"1,5,4,1,5",Chorus,Heart Attack
Electric Light Orchestra,"1,5,4,1,5",Intro and Verse,Do Ya
Shawn Mendes,"1,5,4,1,5",Chorus,Believe
The Mighty Mighty Bosstones,"1,5,4,1,5",Chorus,Sugar Free
The Mighty Mighty Bosstones,"1,5,4,1,5",Intro,Sugar Free
Animusic,"1,5,4,1,5",Chorus,Harmonic Voltage
The Mighty Mighty Bosstones,"1,5,4,1,5",Chorus,Bad News and Bad Breaks
Sum 41,"1,5,4,1,5",Chorus,No Reason
Lonestar,"1,5,4,1,5",Verse,Don't Let's Talk About Lisa
Less Than Jake,"1,5,4,1,5",Verse and Pre-Chorus,History Of A Boring Town
Cloud Nothings,"1,5,4,1,5",Chorus,Quieter Today
Rhythm Heaven Fever,"1,5,4,1,5",Verse,Catch of the Day
Good Charlotte,"1,5,4,1,5",Intro,The Anthem
Bruce Hornsby and the Range,"1,5,4,1,5",Chorus,Mandolin Rain
The Griswolds,"1,5,4,1,5",Chorus,Beware The Dog
Wavves,"1,5,4,1,5",Bridge,Way Too Much
Wavves,"1,5,4,1,5",Verse,Nine is God
Moby with Wayne Coyne,"1,5,4,1,5",Intro and Verse,The Perfect Life
Michelle Branch,"1,5,4,1,5",Chorus,Everywhere
Green Day,"1,5,4,1,5",Chorus,No One Knows
George Ezra,"1,5,4,1,5",Intro and Verse,Song 6
George Ezra,"1,5,4,1,5",Pre-Chorus and Chorus,Song 6
The Weeknd,"1,5,4,1,5",Intro and Verse,The Party and The After Party
Pr3,"1,5,4,1,5",Intro,Overlooked Memories
Crosby Stills and Nash,"1,5,4,1,5",Verse,Southern Cross
Rainbow,"1,5,4,1,5",Pre-Chorus,Stone Cold
Justin Timberlake,"1,5,4,1,5",Intro,Mirrors
ZZ Top,"1,5,4,1,5",Chorus,Gimme All Your Lovin
Rufus Wainwright,"1,5,4,1,5",Verse,Instant Pleasure
Lady Gaga,"1,5,4,1,5",Verse and Pre-Chorus,Dance In The Dark
Bee Gees,"1,5,4,1,5",Chorus,To Love Somebody
Jason Derulo,"1,5,4,1,5",Verse and Pre-Chorus,Ridin' Solo
Blink 182,"1,5,4,1,5",Verse,First Date
The Connells,"1,5,4,1,5",Verse,'74-'75
Brad Paisley,"1,5,4,1,5",Chorus,Two Feet of Topsoil
Third Eye Blind,"1,5,4,1,5",Intro,Semi-Charmed Life
Say Anything,"1,5,4,1,5",Intro,Shiksa
The Weepies,"1,5,4,1,5",Chorus,Be My Honeypie
Live,"1,5,4,1,5",Intro and Verse,Lightning Crashes
Patrick Hernandez,"1,5,4,1,5",Verse,Born To Be Alive
Chiddy Bang,"1,5,4,1,5",Chorus,Mind Your Manners
Don Henley,"1,5,4,1,5",Chorus,The Boys of Summer
James Taylor,"1,5,4,1,5",Verse,Mexico
Sonic Underground,"1,5,4,1,5",Intro and Verse,Not Always What They Seem
Toru Minegishi,"1,5,4,1,5",Verse,Tokimeki Bomb Rush
Madonna,"1,5,4,1,5",Verse and Pre-Chorus,Liquid Love
LOCASH,"1,5,4,1,5",Chorus,I Love This Life
Carly Rae Jepsen,"1,5,4,1,5",Chorus,Warm Blood
OMI,"1,5,4,1,5",Intro and Verse,Cheerleader
Third Eye Blind,"1,5,4,1,5",Chorus,Never Let You Go
Third Eye Blind,"1,5,4,1,5",Verse and Pre-Chorus,Never Let You Go
Blink-182,"1,5,4,1,5",Chorus,Built This Pool
Fun,"1,5,4,1,4",Chorus,Some Nights
Kambua Manundu,"1,5,4,1,4",Pre-Chorus and Chorus,Again
Coldplay,"1,5,4,1,4",Pre-Chorus,Paradise
Magnetic Fields,"1,5,4,1,4",Verse,Acoustic Guitar
Dixie Chicks,"1,5,4,1,4",Chorus,Goodbye Earl
Big Star,"1,5,4,1,4",Chorus,September Gurls
Buddy Holly,"1,5,4,1,4",Verse,Peggy Sue
Buddy Holly,"1,5,4,1,4",Chorus,Peggy Sue
Pearl Jam,"1,5,4,1,4",Verse,Elderly Woman Behind the Counter in a Small Town
Johnny Cash,"1,5,4,1,4",Chorus,Ring of Fire
U2,"1,5,4,1,4",Intro and Verse,Desire
Cheap Trick,"1,5,4,1,4",Verse,Surrender
Del Amitri,"1,5,4,1,4",Verse,Nothing Ever Happens
the Sing Team,"1,5,4,1,4",Chorus,Satisfied in You
Forever The Sickest Kids,"1,5,4,1,4",Intro,Whoa Oh Me vs Everyone
The Beatles,"1,5,4,1,4",Verse,Two Of Us
Guns N' Roses,"1,5,4,1,4",Chorus,Patience
The Decemberists,"1,5,4,1,4",Chorus,16 Military Wives
Helloween,"1,5,4,1,4",Chorus,Windmill
Ayreon,"1,5,4,1,4",Chorus,Pain
Jimmy Buffett,"1,5,4,1,4",Chorus,Coast of Carolina
Schoolhouse Rock,"1,5,4,1,4",Verse,Interjections
Paul Simon,"1,5,4,1,4",Chorus,Cecelia
Hank Green,"1,5,4,1,4",Chorus,Mother Pheasant Plucker
Radical Face,"1,5,4,1,4",Verse,Welcome Home
They Might Be Giants,"1,5,4,1,4",Verse,Everything Right Is Wrong Again
Green Day,"1,5,4,1,4",Chorus,No One Knows
Sammy Hagar,"1,5,4,1,4",Verse,I'll Fall In Love Again
Weezer,"1,5,4,1,4",Solo 1,The Greatest Man That Ever Lived
Toru Minegishi,"1,5,4,1,4",Intro,Tokimeki Bomb Rush
Cyndi Lauper,"1,5,4,1,4",Chorus,True Colors
Toru Minegishi,"1,5,4,1,4",Verse,Splatoon - Split and Splat
Blink 182,"1,5,4,5,1",Verse and Pre-Chorus,All The Small Things
Bruno Mars,"1,5,4,5,1",Chorus,Grenade
Bryan Adams,"1,5,4,5,1",Verse,Everything I Do
Johnathan Coulton and Ellen McLain,"1,5,4,5,1",Chorus,Still Alive
Katy Perry,"1,5,4,5,1",Chorus,Waking Up In Vegas
Led Zeppelin,"1,5,4,5,1",Chorus,Tangerine
Led Zeppelin,"1,5,4,5,1",Verse,Tangerine
Train,"1,5,4,5,1",Chorus,Hey Soul Sister
Hank Green,"1,5,4,5,1",Verse,I Know
Tommy James and The Shondells,"1,5,4,5,1",Verse,Crimson and Clover
The La's,"1,5,4,5,1",Bridge,There She Goes
Tracy Chapman,"1,5,4,5,1",Verse,Give me one reason
Ronan Keating,"1,5,4,5,1",Intro and Verse,When You Say Nothing At All
Lazy Town,"1,5,4,5,1",Chorus,You Are A Pirate
Hanson,"1,5,4,5,1",Intro,MMMBop
Bruce Rowland,"1,5,4,5,1",Intro and Verse,Jessica's Theme
Suzanne Vega,"1,5,4,5,1",Verse,Luka
Switchfoot,"1,5,4,5,1",Chorus,Dare You To Move
Sophie B Hawkins,"1,5,4,5,1",Chorus,As I Lay Me Down
Oyuugi Wagamama Dan x PaRADEiS,"1,5,4,5,1",Verse,Liverty
Hank Green,"1,5,4,5,1",Chorus,It All Makes Sense at the End
Starbomb,"1,5,4,5,1",Intro,Luigi's Ballad
The White Stripes,"1,5,4,5,1",Bridge,Dead Leaves And The Dirty Ground
ABBA,"1,5,4,5,1",Chorus,So Long
Tom Robinson Band,"1,5,4,5,1",Verse,2 4 6 8 Motorway
John Mayer,"1,5,4,5,1",Chorus,Your Body Is A Wonderland
Matchbox 20,"1,5,4,5,1",Chorus,3am
The White Stripes,"1,5,4,5,1",Verse,You Don't Know What Love Is
Rich Curtis,"1,5,4,5,1",Chorus,Latitude End - Andre Sobota Remix
They Might Be Giants,"1,5,4,5,1",Verse,Nightgown of the Sullen Moon
Helloween,"1,5,4,5,1",Verse,Windmill
Porter Robiinson,"1,5,4,5,1",Verse,Sea of Voices
Motoi Sakuraba,"1,5,4,5,1",Verse,The Silvery Snowland
Green Day,"1,5,4,5,1",Verse,American Idiot
LazyTown,"1,5,4,5,1",Chorus,Cooking By The Book
LazyTown,"1,5,4,5,1",Verse,Cooking By The Book
Parry Gripp,"1,5,4,5,1",Chorus,Nom Nom Nom Nom Nom Nom Nom
Jonathan Coulton,"1,5,4,5,1",Pre-Chorus and Chorus,Re Your Brains
Taylor Swift,"1,5,4,5,1",Chorus,Style
Blue Swede,"1,5,4,5,1",Chorus,Hooked On A Feeling
Adam Buxton,"1,5,4,5,1",Chorus,Counting Song
Green Day,"1,5,4,5,1",Verse,Minority
Sheryl Crow,"1,5,4,5,1",Chorus,The First Cut Is The Deepest
Steerner ft Corey Saxon,"1,5,4,5,1",Verse,Sparks
Steerner ft Corey Saxon,"1,5,4,5,1",Pre-Chorus,Sparks
The Mighty Mighty Bosstones,"1,5,4,5,1",Chorus,The Package Store Petition
Nintendo,"1,5,4,5,1",Verse,Squid Kid
Catch 22,"1,5,4,5,1",Intro,Keasbey Nights
Electric Light Orchestra,"1,5,4,5,1",Pre-Chorus and Chorus,Do Ya
Electric Light Orchestra,"1,5,4,5,1",Intro and Verse,Do Ya
Rhythm Heaven Fever,"1,5,4,5,1",Verse,Catch of the Day
Good Charlotte,"1,5,4,5,1",Intro,The Anthem
Four Year Strong,"1,5,4,5,1",Chorus,Go Down In History
Toby Keith,"1,5,4,5,1",Verse,Should've Been A Cowboy
Toby Keith,"1,5,4,5,1",Chorus,Should've Been A Cowboy
Wavves,"1,5,4,5,1",Bridge,Way Too Much
Chino y Nacho,"1,5,4,5,1",Chorus,El Poeta
Taylor Swift,"1,5,4,5,1",Bridge,Style
Phish,"1,5,4,5,1",Verse,Heavy Things
The Weepies,"1,5,4,5,1",Verse,Gotta Have You
Toni Basil,"1,5,4,5,1",Chorus,Hey Mickey
Sigala,"1,5,4,5,1",Chorus,Say You Do
Eli Young Band,"1,5,4,5,1",Verse,Even If It Breaks Your Heart
Relient K,"1,5,4,5,1",Chorus,Be My Escape
Sigala,"1,5,4,5,1",Verse,Give Me Your Love
ArmanArX,"1,5,4,5,1",Instrumental,Tolong Jangan Nangis Bayi
Spice Girls,"1,5,4,5,1",Chorus,2 Become 1
Hidemaro Fujibayashi,"1,5,4,5,1",Intro,Phantom Hourglass OST- The Great Sea
