,artist,cp,section,song,type,listener count (last.fm),play count (last.fm),genre (last.fm),popularity (Spotify),release date (Spotify)
0,3 Doors Down,"1,5,6",Intro,Be Like That,3 chord,403366,1913091,rock,60,2000
3,Adele,"1,5,6",Chorus,Someone Like You,3 chord,1023520,10250722,soul,80,2011
7,Aerosmith,"1,5,6",Verse,Cryin',3 chord,567063,2970510,rock,72,1993
17,Arctic Monkeys,"1,5,6",Chorus,Mardy Bum,3 chord,1101408,9505520,indie rock,59,2006
22,Avril Lavigne,"1,5,6",Chorus,Girlfriend,3 chord,563039,3833402,pop,74,2007
27,Blues Traveler,"1,5,6",Verse,Hook,3 chord,179741,794876,blues rock,62,1994
32,Bon Jovi,"1,5,6",Chorus,Living On A Prayer,3 chord,952702,6222292,rock,23,2017
37,Bruno Mars,"1,5,6",Chorus,Grenade,3 chord,567561,4825266,pop,76,2010
40,Carly Rae Jepsen,"1,5,6",Chorus,Call Me Maybe,3 chord,799233,7619792,pop,69,2012
44,Carrie Underwood,"1,5,6",Chorus,So Small,3 chord,102827,554756,country,51,2007
48,Cascada,"1,5,6",Chorus,Every Time We Touch,3 chord,312733,1987967,dance,67,2006
58,Christina Perri,"1,5,6",Chorus,Jar Of Hearts,3 chord,567923,3684708,female vocalists,75,2011
64,Death Cab for Cutie,"1,5,6",Chorus,I Will Follow You Into the Dark,3 chord,1182559,10833018,indie,67,2005
69,Don McLean,"1,5,6",Chorus,American Pie,3 chord,548294,2911941,classic rock,75,1971
97,Flo Rida,"1,5,6",Instrumental,Whistle,3 chord,389615,2679917,Hip-Hop,76,2012
106,Jack Johnson,"1,5,6",Chorus,Flake,3 chord,460846,2608212,acoustic,63,2011
111,Jason Mraz,"1,5,6",Chorus,I'm Yours,3 chord,1309756,10560509,acoustic,84,2008
116,Katy Perry,"1,5,6",Chorus,Firework,3 chord,917284,7898421,pop,74,2012
121,Kelly Clarkson,"1,5,6",Chorus,Already Gone,3 chord,261026,1797271,pop,59,2009
130,Maroon 5,"1,5,6",Chorus,She Will Be Loved,3 chord,1140967,7179334,pop,75,2002
135,Matchbox 20,"1,5,6",Verse,Real World,3 chord,272893,1179342,rock,62,1996
145,Mumford and Sons,"1,5,6",Chorus,The Cave,3 chord,935028,8740411,folk,70,2009
170,Of Monsters And Men,"1,5,6",Chorus,Little Talks,3 chord,911279,8901833,indie,77,2012
175,Old Crow Medicine Show,"1,5,6",Verse,Wagon Wheel,3 chord,234035,1486131,bluegrass,68,2004
180,One Direction,"1,5,6",Pre-Chorus,Live While We're Young,3 chord,212957,1823933,pop,71,2012
191,Pink Floyd,"1,5,6",Verse,Time,3 chord,887517,7575276,Drum and bass,71,1973
212,Skid Row,"1,5,6",Pre-Chorus and Chorus,Wasted Time,3 chord,125685,614872,hard rock,58,1991
220,Taylor Swift,"1,5,6",Verse,Eyes Open,3 chord,105942,654254,pop,51,2012
230,Taylor Swift,"1,5,6",Chorus,Mine,3 chord,271367,2496763,country,63,2010
235,Taylor Swift,"1,5,6",Chorus,We Are Never Ever Getting Back Together,3 chord,454337,4893610,pop,63,2012
253,The Beatles,"1,5,6",Verse,Lovely Rita,3 chord,424944,2116081,classic rock,29,1967
257,The Lonely Island,"1,5,6",Bridge,Jack Sparrow,3 chord,179254,1253445,Soundtrack,61,2011
267,Tim McGraw,"1,5,6",Verse,It's Your Love,3 chord,38292,154453,country,59,1997
275,Train,"1,5,6",Chorus,Drive By,3 chord,413601,3190053,pop,74,2012
288,Avril Lavigne,"1,5,6",Chorus,Complicated,3 chord,734417,5037675,pop,80,2002
293,Green Day,"1,5,6",Intro,21 Guns,3 chord,621875,5051094,punk rock,77,2009
298,Green Day,"1,5,6",Chorus,Boulevard of Broken Dreams,3 chord,1136035,7857618,rock,75,2017
303,Green Day,"1,5,6",Chorus,Holiday,3 chord,831234,5654811,punk rock,68,2017
308,Green Day,"1,5,6",Chorus,When I Come Around,3 chord,823614,4665525,punk rock,77,1994
313,Linkin Park,"1,5,6",Chorus,Numb,3 chord,1306302,11410483,rock,83,2003
329,Sum 41,"1,5,6",Chorus,Walking Disaster,3 chord,246966,1601867,punk rock,56,2007
345,Lady Gaga,"1,5,6",Chorus,Paparazzi,3 chord,1090053,9657638,k-pop,65,2008
357,Yiruma,"1,5,6",Intro and Verse,River flows in you,3 chord,250803,2474890,piano,60,2011
362,Roxette,"1,5,6",Chorus,Listen To Your Heart,3 chord,363980,1895108,80s,75,1988
366,Lady Gaga,"1,5,6",Chorus,Alejandro,3 chord,856490,9443729,pop,62,2009
387,Taylor Swift,"1,5,6",Bridge,Stay Stay Stay,3 chord,130764,1139011,country,56,2012
392,Frank Ocean,"1,5,6",Chorus,Thinkin Bout You,3 chord,623164,5970933,rnb,76,2012
402,Deep Blue Something,"1,5,6",Chorus,Breakfast At Tiffany's,3 chord,445884,2243961,90s,41,1993
420,Britney Spears,"1,5,6",Intro,Born to make you happy,3 chord,212282,1464038,pop,58,1999
425,Passion Pit,"1,5,6",Chorus,Take A Walk,3 chord,553575,3727122,indie,69,2012
430,Passenger,"1,5,6",Chorus,Let Her Go,3 chord,706476,6646097,folk,74,2013
442,Warren Zevon,"1,5,6",Verse,Please Stay,3 chord,8829,32128,rock,22,2003
447,Florida Georgia Line,"1,5,6",Chorus,Get Your Shine On,3 chord,67944,357449,country,64,2012
467,Johann Pachelbel,"1,5,6",Intro,Canon in D Major,3 chord,165233,552574,Classical,37,2010
473,Klaus Badelt,"1,5,6",Verse,He's a Pirate,3 chord,216773,1431917,Soundtrack,61,2003
498,Iyaz,"1,5,6",Chorus,Replay,3 chord,585642,2834053,iyaz,74,2009
503,Kelly Clarkson,"1,5,6",Verse and Pre-Chorus,Behind These Hazel Eyes,3 chord,476253,2758125,pop,62,2004
510,Cady Groves,"1,5,6",Chorus,Love Actually,3 chord,5237,30600,pop,26,2012
524,Taylor Swift,"1,5,6",Chorus,Love Story,3 chord,641025,5690087,country,70,2008
530,The Veronicas,"1,5,6",Chorus,Everything I'm Not,3 chord,123673,829202,pop,49,2005
535,The Veronicas,"1,5,6",Chorus,4ever,3 chord,204247,1464713,pop rock,55,2005
540,Backstreet Boys,"1,5,6",Chorus,Get Another Boyfriend,3 chord,44067,239895,pop,57,2000
555,Asher Roth,"1,5,6",Chorus,I Love College,3 chord,329998,1536345,Hip-Hop,64,2009
564,Shania Twain,"1,5,6",Verse and Pre-Chorus,That Don't Impress Me Much,3 chord,235516,964034,country,69,1999
568,Lou Reed,"1,5,6",Verse and Pre-Chorus,Perfect Day,3 chord,681453,3877134,classic rock,70,1972
577,INXS,"1,5,6",Chorus,Beautiful Girl,3 chord,173191,791689,rock,53,1992
581,Miley Cyrus,"1,5,6",Chorus,Wrecking Ball,3 chord,485277,4869793,pop,77,2013
585,Bush,"1,5,6",Intro and Verse,Glycerine,3 chord,425055,2248951,Grunge,67,2014
595,Patent Pending,"1,5,6",Chorus,Hey Mario,3 chord,6137,51710,pop punk,44,2013
600,Chris Tomlin,"1,5,6",Chorus,Our God,3 chord,40010,280104,christian,65,2010
608,Bonnie Tyler,"1,5,6",Chorus,Total Eclipse of the Heart,3 chord,558528,2941726,80s,76,1999
623,Globus,"1,5,6",Intro,Europa,3 chord,27697,270505,orchestral,33,2014
629,Steve Winwood,"1,5,6",Chorus,Higher Love,3 chord,163246,586817,80s,65,1986
635,Knife Party,"1,5,6",Solo,Fire Hive,3 chord,63573,390675,dubstep,45,2012
659,Lenka,"1,5,6",Chorus,Trouble is a Friend,3 chord,146001,933787,female vocalists,56,2008
671,Katy Perry,"1,5,6",Verse,Unconditionally,3 chord,268521,2545132,pop,75,2013
677,Josh Groban,"1,5,6",Chorus,You Raise Me Up,3 chord,103219,623324,easy listening,60,2003
681,The Offspring,"1,5,6",Verse,You're Gonna Go Far Kid,3 chord,600901,5427950,punk rock,79,2008
690,Manowar,"1,5,6",Chorus,Master of the wind,3 chord,67475,374261,heavy metal,47,1992
695,Helloween,"1,5,6",Chorus,A tale that wasn't right,3 chord,112254,595702,Power metal,56,1987
703,Iron Maiden,"1,5,6",Verse and Pre-Chorus,No more lies,3 chord,188731,1192643,heavy metal,14,2011
707,Red Hot Chili Peppers,"1,5,6",Pre-Chorus,Breaking the Girl,3 chord,579601,2726301,rock,63,1991
721,Luke Bryan,"1,5,6",Verse,Crash My Party,3 chord,51360,315788,country,63,2013
726,Pegboard Nerds,"1,5,6",Chorus,Self Destruct,3 chord,26296,165999,dubstep,46,2012
736,Avicii,"1,5,6",Intro and Verse,Hey Brother,3 chord,448039,3462525,dance,78,2013
743,Eagle Eye Cherry,"1,5,6",Intro,Save Tonight,3 chord,728546,4373054,90s,66,1998
758,Natalie Imbruglia,"1,5,6",Chorus,Torn,3 chord,830957,4708777,pop,67,1998
763,Blind Guardian,"1,5,6",Verse,A Past And Future Secret,3 chord,112215,876250,Power metal,14,2012
768,Switchfoot,"1,5,6",Intro,Your Love is a Song,3 chord,81600,583746,rock,52,2009
781,A Great Big World,"1,5,6",Intro,Say Something,3 chord,353518,2516615,indie pop,80,2014
792,Enya,"1,5,6",Verse,May It Be,3 chord,298609,1903671,celtic,67,2001
797,Imagine Dragons,"1,5,6",Intro and Verse,Demons,3 chord,784831,7890104,rock,75,2012
802,Tamas Wells,"1,5,6",Verse and Pre-Chorus,From Prying Plans into the Fire,3 chord,3455,13169,acoustic,2,2011
807,Alligatoah,"1,5,6",Chorus Lead-Out,Trauerfeier Lied,3 chord,21080,163988,Hip-Hop,56,2013
812,Klingande,"1,5,6",Verse,Punga,3 chord,45913,209733,electronic,50,2014
818,Iron Maiden,"1,5,6",Verse and Pre-Chorus,The Wicker Man,3 chord,333668,2313582,heavy metal,24,2011
822,Iron And Wine,"1,5,6",Verse,Upward Over The Mountain,3 chord,234528,1234879,folk,51,2002
829,Scorpions,"1,5,6",Chorus,Still loving you,3 chord,498009,3268815,classic rock,74,2011
841,Adel Tawil,"1,5,6",Verse,Lieder,3 chord,24329,208439,pop,61,2013
846,Hollywood Undead,"1,5,6",Chorus,Bullet,3 chord,100013,967909,rapcore,67,2011
851,Paris Hilton,"1,5,6",Chorus,Nothing In This World,3 chord,142704,859526,pop,49,2006
855,Lindsey Stirling,"1,5,6",Pre-Chorus and Chorus,Shadows,3 chord,79901,751627,instrumental,51,2012
860,Madonna,"1,5,6",Verse,La Isla Bonita,3 chord,412517,2327497,pop,67,2009
885,Brad Paisley and Alison Krauss,"1,5,6",Chorus,Whiskey Lullaby,3 chord,71933,350973,country,64,2003
892,The Offspring,"1,5,6",Verse,Self Esteem,3 chord,794049,4797538,punk rock,73,2005
897,Sanna Nielsen,"1,5,6",Chorus,Undo,3 chord,33971,274197,Eurovision,57,2014
903,Alligatoah,"1,5,6",Pre-Chorus and Chorus,Narben,3 chord,23117,196474,rap,57,2013
908,Daddy Yankee,"1,5,6",Chorus,Limbo,3 chord,69787,411919,Reggaeton,73,2012
918,Tiesto,"1,5,6",Chorus,Red Lights,3 chord,189439,1091604,electronic,71,2014
923,The Stone Roses,"1,5,6",Chorus,I Wanna Be Adored,3 chord,428698,2751223,britpop,34,1995
933,The Script,"1,5,6",Intro,Hall of Fame,3 chord,406876,2927002,pop,73,2012
938,Judas Priest,"1,5,6",Verse and Pre-Chorus,Breaking The Law,3 chord,571400,3429137,heavy metal,71,1980
943,Betty Who,"1,5,6",Chorus,Somebody Loves You,3 chord,98393,481480,pop,49,2015
948,John Legend,"1,5,6",Intro and Verse,All of Me,3 chord,517562,4219047,rnb,87,2013
953,Murray Gold,"1,5,6",Verse,The Doctor's Theme Series 4,3 chord,7191,53073,doctor who,27,2008
957,The All-American Rejects,"1,5,6",Verse,Dirty Little Secret,3 chord,660482,4001407,rock,71,2005
963,Vienna Teng,"1,5,6",Intro and Verse,Goodnight New York,3 chord,2807,21720,towns and cities,25,2013
965,Florida Georgia Line,"1,5,6",Chorus,Cruise,3 chord,138624,847427,country,72,2012
970,Red Hot Chili Peppers,"1,5,6",Verse,Under The Bridge,3 chord,1568941,11163870,rock,83,1991
974,Natasha Bedingfield,"1,5,6",Chorus,These Words,3 chord,338279,1307375,pop,67,2004
983,Kelly Clarkson,"1,5,6",Pre-Chorus and Chorus,Breakaway,3 chord,529189,2863670,pop,67,2004
987,Austra,"1,5,6",Chorus,Painful Like,3 chord,60503,318884,synthpop,34,2013
993,Scott McKenzie,"1,5,6",Chorus,San Francisco,3 chord,342214,1757261,60s,56,1959
1009,Cold Chisel,"1,5,6",Verse,Khe Sanh,3 chord,20755,115444,rock,40,2018
1016,Justice Crew,"1,5,6",Instrumental,Que Sera,3 chord,9180,58145,australian,50,2014
1033,Gustav Holst,"1,5,6",Bridge,Jupiter from The Planets,3 chord,1908,3641,Classical,0,2009
1065,Fall Out Boy,"1,5,6",Verse,Young Volcanoes,3 chord,149464,1330149,pop punk,57,2013
1092,Jet,"1,5,6",Verse,Look What You've Done,3 chord,437047,2421908,rock,62,2003
1101,Lana Del Rey,"1,5,6",Verse,Old Money,3 chord,212175,1929318,alternative,65,2014
1106,Alicia Keys,"1,5,6",Intro,No One,3 chord,665711,3736991,soul,81,2007
1110,Sarah McLachlan,"1,5,6",Bridge,Adia,3 chord,209938,900173,female vocalists,59,1997
1114,Regina Spektor,"1,5,6",Chorus,Samson,3 chord,677474,5799532,female vocalists,53,2006
1119,Dolly Parton,"1,5,6",Chorus,Jolene,3 chord,488663,2534923,country,77,1974
1133,Nightwish,"1,5,6",Intro,Ghost River,3 chord,63843,651818,symphonic metal,35,2011
1138,Luke Bryan,"1,5,6",Chorus,Play It Again,3 chord,62757,421189,country,76,2013
1142,Queen,"1,5,6",Verse,You're My Best Friend,3 chord,659537,3187661,classic rock,43,1981
1147,John Mayer,"1,5,6",Chorus,Half of My Heart,3 chord,236869,1571108,acoustic,69,2009
1153,Lorde,"1,5,6",Chorus,Tennis Court,3 chord,531921,5397781,pop,69,2013
1157,Avril Lavigne,"1,5,6",Intro,Sk8er Boi,3 chord,504679,2847489,rock,77,2002
1162,Eric Whitacre,"1,5,6",Chorus,A Boy and a Girl,3 chord,4305,17838,choral,34,2010
1167,AFI,"1,5,6",Chorus,Girl's Not Grey,3 chord,318185,2059488,punk rock,59,2003
1171,Mat Kearney,"1,5,6",Pre-Chorus,Sooner Or Later,3 chord,58045,381219,pop,42,2011
1181,Cartoons,"1,5,6",Chorus,Witch Doctor,3 chord,16052,79296,pop,51,2005
1186,Alphaville,"1,5,6",Verse,Forever Young,3 chord,534407,2994706,80s,75,1984
1192,Green Day,"1,5,6",Chorus,X-Kid,3 chord,42381,233302,pop punk,46,2012
1218,Nine Inch Nails,"1,5,6",Chorus,The Perfect Drug,3 chord,203889,1341711,industrial,57,1997
1224,AFI,"1,5,6",Chorus,Miss Murder,3 chord,571456,4204481,rock,72,2006
1229,Avicii,"1,5,6",Chorus,The Days,3 chord,193170,1079069,2014,69,2014
1237,3OH3,"1,5,6",Chorus,Don't Trust Me,3 chord,395062,3854307,electronic,34,2019
1247,The Calling,"1,5,6",Chorus,Wherever You Will Go,3 chord,660562,4110228,rock,74,2001
1251,Calvin Harris,"1,5,6",Chorus,I Need Your Love,3 chord,374216,2459597,dance,29,2012
1256,Bastille,"1,5,6",Verse,What Would You Do,3 chord,88761,500992,cover,58,2013
1261,Taylor Swift,"1,5,6",Chorus,Bad Blood,3 chord,209223,2687924,alternative,64,2014
1271,The Divine Comedy,"1,5,6",Bridge,At The Indie Disco,3 chord,37208,166459,indie,2,2010
1275,The Gaslight Anthem,"1,5,6",Verse,The Spirit of Jazz,3 chord,67991,530368,rock,35,2010
1280,The Gaslight Anthem,"1,5,6",Verse,The Navesink Banks,3 chord,66691,515103,acoustic,38,2007
1285,Echosmith,"1,5,6",Chorus,Cool Kids,3 chord,344684,2514929,indie pop,71,2013
1296,Biffy Clyro,"1,5,6",Verse,The Captain,3 chord,142145,1117578,rock,45,2009
1311,Swedish House Mafia,"1,5,6",Bridge,Don't You Worry Child,3 chord,88202,736221,electronic,54,2012
1340,Jefferson Airplane,"1,5,6",Chorus,Somebody to Love,3 chord,785903,4620423,classic rock,71,1967
1345,Caramell,"1,5,6",Chorus,Caramelldansen,3 chord,28838,278498,dance,58,2008
1350,Michael Buble,"1,5,6",Verse,It's a Beautiful Day,3 chord,109044,621577,pop,69,2013
1361,Wyclef Jean,"1,5,6",Verse,Divine Sorrow,3 chord,42028,130821,Avicii,57,2014
1364,Alice Cooper,"1,5,6",Pre-Chorus and Chorus,Poison,3 chord,622940,4199423,hard rock,72,1989
1383,Jay Sean,"1,5,6",Chorus,Down,3 chord,303014,1544102,pop,78,2009
1400,Gregory Alan Isakov,"1,5,6",Verse,The Stable Song,3 chord,118483,570805,folk,68,2007
1405,Tom Cochrane,"1,5,6",Chorus,Life is a Highway,3 chord,113498,463147,rock,19,2019
1411,Coldplay,"1,5,6",Bridge,Fix You,3 chord,1518366,13166519,rock,83,2005
1415,Sia,"1,5,6",Chorus,Elastic Heart,3 chord,401051,3963308,pop,68,2015
1420,Bonnie Tyler,"1,5,6",Chorus,Holding Out For A Hero,3 chord,361907,1771995,80s,41,2010
1425,One Direction,"1,5,6",Verse,Nobody Compares,3 chord,52415,488020,pop,60,2012
1434,Jimmy Eat World,"1,5,6",Verse,The Authority Song,3 chord,251515,1324673,rock,48,2001
1439,Strong Bad,"1,5,6",Chorus,The Cheat is Not Dead,3 chord,4398,19544,comedy,15,2003
1450,The Living End,"1,5,6",Chorus,Who's Gonna Save Us,3 chord,6991,32717,punk rock,22,2003
1455,Weezer,"1,5,6",Chorus,No One Else,3 chord,394380,1858363,rock,53,1994
1479,Ryan Star,"1,5,6",Chorus,Brand New Day,3 chord,53798,683502,lie to me,39,2010
1485,Brooke Fraser,"1,5,6",Verse and Pre-Chorus,Something In The Water,3 chord,76338,508880,female vocalists,38,2010
1490,Madeon,"1,5,6",Outro,Technicolor,3 chord,29328,156384,electro house,48,2015
1495,Kelly Clarkson,"1,5,6",Chorus,Heartbeat Song,3 chord,142488,964208,pop,69,2015
1506,Taylor Swift,"1,5,6",Chorus,Mean,3 chord,238507,1964304,country,63,2010
1512,Jordin Sparks,"1,5,6",Chorus,Battlefield,3 chord,267344,1469804,pop,61,2009
1523,Carly Rae Jepsen,"1,5,6",Chorus,I Really Like You,3 chord,293402,2576409,pop,67,2015
1533,Avicii,"1,5,6",Verse and Pre-Chorus,The Nights,3 chord,254514,1748241,dance,82,2014
1539,Darude,"1,5,6",Chorus,Sandstorm,3 chord,477222,2479945,trance,48,2007
1546,Alestorm,"1,5,6",Chorus,Shipwrecked,3 chord,53283,405314,pirate metal,44,2011
1551,Savant,"1,5,6",Chorus,Melody Circus,3 chord,6695,45404,dubstep,4,2012
1559,Jason Becker,"1,5,6",Solo 2,Altitudes,3 chord,21814,162489,guitar virtuoso,43,1988
1564,Carrie Underwood,"1,5,6",Chorus,Good Girl,3 chord,107700,708240,country,61,2012
1583,Scatman John,"1,5,6",Pre-Chorus and Chorus,Scatman's World,3 chord,61890,304468,dance,57,1995
1590,Grimes,"1,5,6",Bridge,Devon,3 chord,93462,420191,dark ambient,43,2010
1614,The Mighty Mighty Bosstones,"1,5,6",Chorus,So Sad To Say,3 chord,27631,123808,ska,33,2000
1620,Sash,"1,5,6",Chorus,Ecuador,3 chord,116557,514004,dance,53,1997
1635,Romeo Santos,"1,5,6",Verse,La Diabla,3 chord,16804,72781,bachata,68,2012
1640,Lost Frequencies,"1,5,6",Chorus,Are You With Me,3 chord,80889,600336,deep house,43,2018
1675,Paramore,"1,5,6",Chorus,That's What You Get,3 chord,693310,7030369,rock,65,2007
1681,The Mighty Mighty Bosstones,"1,5,6",Chorus,A Jackknife to a Swan,3 chord,30808,111454,ska,31,2002
1686,Sara Bareilles,"1,5,6",Verse,Uncharted,3 chord,87207,624521,female vocalists,52,2010
1691,INXS,"1,5,6",Chorus,Mystify,3 chord,181416,806888,rock,48,1987
1695,The Band Perry,"1,5,6",Chorus,If I Die Young,3 chord,357295,1878572,country,69,2010
1706,James Blunt,"1,5,6",Chorus,Postcards,3 chord,46397,238328,pop,43,2013
1716,The Mighty Mighty Bosstones,"1,5,6",Chorus,Bad News and Bad Breaks,3 chord,9822,39549,ska,16,2000
1721,Sum 41,"1,5,6",Chorus,No Reason,3 chord,250700,1700028,punk rock,57,2004
1727,Black Sabbath,"1,5,6",Intro,God Is Dead,3 chord,138680,727289,heavy metal,56,2013
1732,Aimee Mann,"1,5,6",Verse,Ghost World,3 chord,45910,173465,rock,23,2000
1738,Blink 182,"1,5,6",Verse,Give Me One Good Reason,3 chord,263385,1503663,punk rock,57,2001
1757,Tame Impala,"1,5,6",Verse,Solitude is Bliss,3 chord,308773,2268123,Psychedelic Rock,57,2010
1769,The Gaslight Anthem,"1,5,6",Pre-Chorus and Chorus,The '59 Sound,3 chord,187497,1923634,rock,53,2009
1774,Weezer,"1,5,6",Intro and Verse,My Name Is Jonas,3 chord,661156,3473745,rock,63,1994
1779,Rick Springfield,"1,5,6",Intro and Verse,Jessie's Girl,3 chord,388153,1735061,80s,72,1981
1795,Jamie Cullum,"1,5,6",Verse,I'm All Over It,3 chord,112647,543541,jazz,28,2009
1812,Tenacious D,"1,5,6",Chorus Lead-Out,Beelzeboss,3 chord,304567,2297409,rock,63,2006
1817,Sia,"1,5,6",Chorus,Alive,3 chord,177936,1453060,synthpop,66,2016
1840,Madonna,"1,5,6",Chorus,Sky Fits Heaven,3 chord,92978,598173,pop,43,1998
1844,Avicii,"1,5,6",Intro and Verse,Broken Arrows,3 chord,79135,380256,swedish,65,2015
1851,Madonna,"1,5,6",Verse,Devil Pray,3 chord,63875,801124,chupo buceta,48,2015
1856,Lady Gaga,"1,5,6",Chorus,ARTPOP,3 chord,133842,2059549,pop,60,2013
1861,George Ezra,"1,5,6",Intro and Verse,Song 6,3 chord,30311,122376,indie,37,2015
1866,Adele,"1,5,6",Chorus,Hello,3 chord,430211,4403510,soul,73,2016
1874,Alligatoah,"1,5,6",Chorus,Lass Liegen,3 chord,10173,81412,german,53,2015
1879,Lynyrd Skynyrd,"1,5,6",Intro,Tuesday's Gone,3 chord,265240,1212044,classic rock,64,1973
1884,TheFatRat,"1,5,6",Intro,Windfall,3 chord,22345,156982,electronic,61,2014
1912,Stone Temple Pilots,"1,5,6",Chorus,Sex Type Thing,3 chord,300671,1400395,Grunge,40,2003
1923,Delain,"1,5,6",Chorus,Are You Done With Me,3 chord,16875,159208,symphonic metal,26,2012
1929,Metro Station,"1,5,6",Chorus,Shake It,3 chord,481240,3796374,dance,72,2007
1934,Love and Theft,"1,5,6",Chorus,Angel Eyes,3 chord,51567,249278,country,64,2012
1942,Lynyrd Skynyrd,"1,5,6",Verse,Simple Man,3 chord,543612,3048819,classic rock,71,1973
1954,Marek Grechuta,"1,5,6",Verse,Dni ktorych nie znamy,3 chord,69194,548355,polish,54,2000
1958,The All-American Rejects,"1,5,6",Chorus,Night Drive,3 chord,208622,1107107,pop punk,41,2005
1963,Rachel Platten,"1,5,6",Chorus,Fight Song,3 chord,158021,1088595,pop,80,2016
1968,Black Sabbath,"1,5,6",Intro and Verse,Paranoid,3 chord,1228989,8313935,heavy metal,47,1998
1973,John Hiatt,"1,5,6",Chorus,Cry Love,3 chord,37129,113508,blues rock,45,1995
1978,Rihanna,"1,5,6",Bridge,Rude Boy,3 chord,812074,5252975,pop,74,2009
1986,Lana Del Rey,"1,5,6",Chorus,Dark Paradise,3 chord,584769,6716190,indie,61,2012
1990,Lady Gaga,"1,5,6",Chorus,Heavy Metal Lover,3 chord,186673,3124442,pop,44,2011
2012,Justin Bieber,"1,5,6",Pre-Chorus and Chorus,Love Yourself,3 chord,328071,2845656,pop,84,2015
2017,Nightwish,"1,5,6",Pre-Outro,Amaranth,3 chord,358157,3891120,symphonic metal,47,2007
2022,Fastball,"1,5,6",Chorus,The Way,3 chord,261015,1173432,90s,65,1998
2035,Blink 182,"1,5,6",Intro,Dammit,3 chord,656649,4660035,punk rock,66,1997
2039,Rory Gallagher,"1,5,6",Verse,I'm Not Awake Yet,3 chord,28039,93208,classic rock,37,1971
2044,The Connells,"1,5,6",Chorus,'74-'75,3 chord,118592,772384,rock,67,1993
2060,The Antlers,"1,5,6",Intro and Verse,Sylvia,3 chord,195266,1228617,indie,38,2009
2071,The Police,"1,5,6",Verse,So Lonely,3 chord,350296,1530175,rock,67,1978
2075,Robyn,"1,5,6",Verse,Call Your Girlfriend,3 chord,236081,2163676,pop,56,2010
2093,Richard Marx,"1,5,6",Chorus,Right Here Waiting,3 chord,287558,1380024,80s,76,1989
2098,Alan Walker,"1,5,6",Chorus,Faded,3 chord,283233,2785918,EDM,79,2015
2103,Basshunter,"1,5,6",Intro,DotA,3 chord,113810,846335,dance,52,2008
2108,No Doubt,"1,5,6",Intro,Spiderwebs,3 chord,395362,1880777,ska,60,1995
2113,Tenacious D,"1,5,6",Verse,Classico,3 chord,375446,2511851,rock,56,2006
2124,Thrice,"1,5,6",Chorus,Doublespeak,3 chord,40827,326232,Experimental Rock,37,2009
2137,Relient K,"1,5,6",Pre-Chorus,Be My Escape,3 chord,222310,1445628,christian rock,65,2004
2151,The Killers,"1,5,6",Chorus,Human,3 chord,928125,8245000,dubstep,74,2008
2168,Beck,"1,5,6",Verse and Pre-Chorus,Blue Moon,3 chord,239923,1139994,indie,56,2014
2174,Ozzy Osbourne,"1,5,6",Intro,Mr Crowley,3 chord,401785,2233752,heavy metal,55,1980
2185,The Mowgli's,"1,5,6",Chorus,I'm Good,3 chord,82556,347162,happy,60,2015
2190,Daughtry,"1,5,6",Verse,Over You,3 chord,352638,1986372,rock,65,2006
2213,Carly Rae Jepsen,"1,5,6",Chorus,Your Type,3 chord,91301,998585,love at first listen,53,2015
2218,Rhapsody,"1,5,6",Verse,Lord Of The Thunder,3 chord,37167,170351,Power metal,32,1997
2222,Wilco,"1,5,6",Intro and Verse,Poor Places,3 chord,203833,1021579,Alt-country,42,2002
2235,Different Heaven,"1,5,6",Chorus,Nekozilla,3 chord,10301,55423,indie,63,2015
2240,Muse,"1,5,6",Bridge,Dead Inside,3 chord,195710,1481160,rock,62,2015
2250,Greek Fire,"1,5,6",Verse and Pre-Chorus,Top Of The World,3 chord,5734,40654,rock,48,2013
2255,Tim Minchin,"1,5,6",Verse,Not Perfect,3 chord,9417,61074,piano,32,2011
2261,X Ambassadors,"1,5,6",Intro,Unsteady,3 chord,138320,835185,indie,79,2015
2274,Blink-182,"1,5,6",Chorus,She's Out Of Her Mind,3 chord,94712,551506,punk rock,64,2016
2283,Blink-182,"1,5,6",Chorus,Even If She Falls,3 chord,88913,688469,pop punk,45,2011
2293,Blink 182,"1,5,4",Verse and Pre-Chorus,All The Small Things,3 chord,1232857,9145817,punk rock,31,2016
2297,Bloodhound Gang,"1,5,4",Intro and Verse,The Bad Touch,3 chord,669568,3864989,rock,71,2000
2302,Britney Spears,"1,5,4",Verse,Out From Under,3 chord,157821,1444118,pop,46,2009
2309,Bruno Mars,"1,5,4",Chorus,The Lazy Song,3 chord,574171,3417638,pop,72,2010
2327,Creedence Clearwater Revival,"1,5,4",Chorus,Bad Moon Rising,3 chord,852311,4671374,classic rock,78,1969
2342,Dire Straits,"1,5,4",Chorus,Sultans of Swing,3 chord,1067749,7714684,classic rock,68,1978
2347,Elton John,"1,5,4",Verse,Tiny Dancer,3 chord,678394,3501938,classic rock,81,1971
2374,Lady Gaga,"1,5,4",Verse,Born This Way,3 chord,588938,9613226,pop,67,2011
2387,Madonna,"1,5,4",Chorus,Like A Prayer,3 chord,633021,3790974,pop,73,2009
2391,Michael Jackson,"1,5,4",Chorus,Black or White,3 chord,676223,3535040,pop,68,1991
2397,Missy Higgins,"1,5,4",Chorus,Night Minds,3 chord,64741,276093,singer-songwriter,28,2004
