artist,cp,section,song,type
Pain,"1,4,6",Intro,Shut Your Mouth,3 chord
Palm Trees,"1,5,6",Chorus,Casanova,3 chord
Panama,"1,5,4",Chorus,Always,3 chord
Panda Bear,"1,5,4",Chorus,Bros,3 chord
Panic At The Disco,"6,4,1",Chorus,Do You Know What I'm Seeing,3 chord
Panic At The Disco,"1,6,4",Chorus,New Perspective,3 chord
Panic At The Disco,"1,4,1",Intro and Verse,That Green Gentleman,3 chord
Panic At The Disco,"4,5,6",Pre-Chorus,This Is Gospel,3 chord
Panic At The Disco ,"5,6,4",Chorus,I Write Sins Not Tragedies ,3 chord
Panjabi MC,"6,5,4",Instrumental,Jogi,3 chord
Parade Of Lights,"1,5,4",Intro,Feeling Electric,3 chord
Paradise Lost,"5,4,6",Chorus,Mercy,3 chord
ParagonX9,"4,5,6",Instrumental,Chaoz Fantasy,3 chord
Paramore,"6,2,4",Verse,Ignorance,3 chord
Paramore,"1,6,4",Pre-Chorus and Chorus,Playing God,3 chord
Paramore,"1,4,5",Intro,Pressure,3 chord
Paramore,"1,5,6",Chorus,That's What You Get,3 chord
Paris Blohm and Steerner,"4,6,5",Chorus,Fight Forever,3 chord
Paris Hilton,"4,5,6",Chorus,My BFF,3 chord
Paris Hilton,"1,5,6",Chorus,Nothing In This World,3 chord
Parkinson White,"4,1,5",Chorus,Band Of The Hawk,3 chord
Parkway Drive,"6,4,2",Intro,Alone,3 chord
Parkway Drive,"4,5,6",Intro,Horizons,3 chord
Parov Stellar,"6,4,2",Solo,Catgroove,3 chord
Parry Gripp,"1,5,6",Verse,It's Raining Tacos,3 chord
Parry Gripp,"1,5,4",Chorus,Nom Nom Nom Nom Nom Nom Nom,3 chord
Parry Gripp,"1,4,1",Chorus,Soccer Ball -In The Face-,3 chord
Parry Gripp,"1,5,4",Chorus,Space Unicorn,3 chord
Parry Gripp,"1,6,5",Chorus,The Girl At The Video Game Store,3 chord
Parry Gripp,"1,5,1",Verse,You're Driving Me Crazy,3 chord
Particles of Lit,"4,5,6",Chorus,Mockingjay Song,3 chord
Passenger,"1,5,6",Chorus,Let Her Go,3 chord
Passion Pit,"1,6,4",Pre-Chorus,Carried Away,3 chord
Passion Pit,"1,5,6",Chorus,Take A Walk,3 chord
Pat Benatar,"1,2,4",Pre-Chorus,Invincible,3 chord
Pat Benatar,"1,4,1",Intro and Verse,Promises In The Dark,3 chord
Patent Pending,"1,5,6",Chorus,Hey Mario,3 chord
Patience and Prudence,"1,4,5",Verse,Tonight You Belong to Me,3 chord
Patrick Hernandez,"1,5,4",Verse,Born To Be Alive,3 chord
Paul Kelly,"1,6,3",Intro and Verse,From Little Things Big Things Grow,3 chord
Paul Kelly,"4,5,1",Verse,How to Make Gravy,3 chord
Paul Koulak,"1,6,2",Instrumental,Fort Boyard,3 chord
Paul Mauriat,"1,6,4",Verse,Love is Blue,3 chord
Paul Mauriat,"1,6,2",Verse,Minuetto,3 chord
Paul McCartney,"1,5,6",Verse,Meat Free Monday,3 chord
Paul McCartney,"1,5,6",Verse,New,3 chord
Paul McCartney,"1,4,5",Verse and Pre-Chorus,Queenie Eye,3 chord
Paul McCartney,"1,5,1",Verse,Sing The Changes,3 chord
Paul McCartney,"4,5,1",Verse,Teddy Boy,3 chord
Paul Romero,"1,6,3",Intro,Heroes of Might and Magic 3 Main Theme,3 chord
Paul Simon,"1,5,4",Chorus,Cecelia,3 chord
Paul Van Dyk,"6,3,5",Chorus,For An Angel,3 chord
Paul and Storm,"1,4,1",Verse,Opening Band,3 chord
Pavement,"1,6,5",Chorus,Cut Your Hair,3 chord
Pearl Jam,"1,4,1",Verse,Black,3 chord
Pearl Jam,"1,5,4",Verse,Elderly Woman Behind the Counter in a Small Town,3 chord
Pearl Jam,"1,5,6",Chorus,Indifference,3 chord
Pearl Jam,"4,5,4",Intro,Jeremy,3 chord
Pearl Jam,"1,5,4",Verse,Yellow Ledbetter,3 chord
Pegboard Nerds,"4,5,6",Instrumental,Disconnected,3 chord
Pegboard Nerds,"1,5,6",Verse,Ner Style,3 chord
Pegboard Nerds,"1,5,6",Chorus,Self Destruct,3 chord
Pegboard Nerds and Tristam,"1,5,6",Verse,Razor Sharp,3 chord
Pendulum,"1,6,4",Chorus Lead-Out,Encoder,3 chord
Pendulum,"5,4,5",Chorus,Girl In The Fire,3 chord
Pendulum,"6,4,1",Pre-Chorus,Propane Nightmares,3 chord
Pendulum,"1,2,16",Chorus,The Vulture,3 chord
Pendulum,"6,5,6",Chorus,Under The Waves,3 chord
Pendulum,"6,4,5",Instrumental,Witchcraft,3 chord
Penguin Cafe Orchestra,"6,4,2",Instrumental,Perpetuum Mobile,3 chord
Pepper Coyote,"1,5,6",Chorus,No Cock Like Horse Cock,3 chord
Perfume,"1,6,4",Chorus,Chocolate Disco,3 chord
Perfume,"1,2,3",Chorus,Polyrhythm,3 chord
Perfume,"1,5,6",Intro,Sweet Donuts,3 chord
Persephone's Bees,"5,2,5",Verse and Pre-Chorus,Nice Day,3 chord
Pet Shop Boys,"6,2,5",Verse,It's a Sin,3 chord
Pete Rock and CL Smooth,"6,2,1",Instrumental,They Reminisce Over You,3 chord
Peter Bjorn and John,"1,6,4",Intro,Young Folks,3 chord
Peter Frampton,"4,1,5",Chorus,Baby I Love Your Way,3 chord
Peter Gabriel,"1,5,6",Chorus,Here Comes The Flood,3 chord
Peter Paul and Mary,"1,4,1",Verse,Blowin' In The Wind,3 chord
Peter Paul and Mary,"1,4,1",Verse,Puff The Magic Dragon,3 chord
Peter Schickele and Diana Lambert and Joan Baez,"1,6,5",Verse,Rejoice In The Sun,3 chord
Peter Schilling,"1,5,2",Chorus,Major Tom - Voellig Losgeloest,3 chord
Petter - Daniel Adams-Ray,"1,4,5",Chorus,Hall om mig,3 chord
Petula Clark,"1,4,5",Verse,Downtown,3 chord
PewDiePie,"1,6,4",Chorus,Senpai Sucked My Ass,3 chord
Pezet,"1,4,5",Outro,Nie Musze Wracac ft JIMEK,3 chord
Phantom Planet,"1,4,1",Intro,California,3 chord
Phil Collins,"1,5,4",Chorus,Can't Stop Loving You,3 chord
Phil Collins,"4,5,6",Chorus,In The Air Tonight,3 chord
Phil Collins,"1,4,1",Chorus,You Can't Hurry Love,3 chord
Philip Glass,"1,6,5",Verse,Knee Play 1,3 chord
Phillip Phillips,"1,5,1",Chorus,Home,3 chord
Phineas and Ferb,"1,5,6",Chorus,Frenemies,3 chord
Phineas and Ferb,"5,1,4",Chorus,Queen of Mars,3 chord
Phineas and Ferb,"1,5,1",Verse,Triangulation,3 chord
Phish,"1,5,4",Verse,Heavy Things,3 chord
Phish,"1,2,4",Chorus Lead-Out,Waste,3 chord
Phoenix,"1,6,4",Intro,1901,3 chord
Phoenix,"6,4,5",Chorus,Everything Is Everything,3 chord
Phoenix,"6,5,1",Chorus,Girlfriend,3 chord
Piao Shu,"1,5,6",Intro,Pingfan zhi lu,3 chord
Pierce Fulton and Polina,"4,6,5",Chorus,Where We Were,3 chord
Pinback,"1,6,3",Verse,Crutch,3 chord
Pinback,"5,2,5",Pre-Chorus,Fortress,3 chord
Pink,"1,4,6",Verse,Just Give Me A Reason,3 chord
Pink,"1,2,6",Chorus,Just Like Fire,3 chord
Pink,"1,5,4",Chorus,Raise Your Glass,3 chord
Pink,"6,4,1",Chorus,So What,3 chord
Pink,"1,5,4",Intro and Verse,Trouble,3 chord
Pink,"1,5,2",Chorus,True Love,3 chord
Pink,"1,5,6",Intro,Try,3 chord
Pink,"1,5,6",Chorus,U and Ur Hand,3 chord
Pink,"1,4,5",Chorus,Who Knew,3 chord
Pink Floyd,"1,5,1",Pre-Chorus,Comfortably Numb,3 chord
Pink Floyd,"1,5,4",Verse,Hey You,3 chord
Pink Floyd,"1,2,4",Chorus,High Hopes,3 chord
Pink Floyd,"1,4,1",Verse,In The Flesh,3 chord
Pink Floyd,"1,4,1",Verse,Lost For Words,3 chord
Pink Floyd,"1,4,1",Chorus,One Of My Turns,3 chord
Pink Floyd,"1,6,4",Verse,Pigs Three Different Ones,3 chord
Pink Floyd,"1,5,4",Outro,Sheep,3 chord
Pink Floyd,"5,6,4",Bridge,Shine On You Crazy Diamond,3 chord
Pink Floyd,"5,4,1",Verse,The Final Cut,3 chord
Pink Floyd,"1,5,4",Intro and Verse,The Thin Ice,3 chord
Pink Floyd,"1,5,6",Verse,Time,3 chord
Pink Floyd,"6,4,2",Verse,Welcome to the Machine,3 chord
Pink Floyd,"4,6,4",Verse,What Do You Want From Me,3 chord
Pink Floyd,"1,5,4",Verse,Wish You Were Here,3 chord
Pink Guy,"1,6,3",Chorus,Fuck The Police,3 chord
Pink Guy,"1,4,1",Intro,Kill Yourself,3 chord
Pink and FUN,"6,5,4",Chorus,Just Give Me A Reason,3 chord
PinocchioP,"1,5,6",Chorus,Nice To Meet You Mr Earthling,3 chord
Pitbull,"5,1,4",Chorus,Feel This Moment feat Christina Aguilera,3 chord
Pitbull,"6,5,4",Chorus,Hotel Room Service,3 chord
Pitbull,"6,4,2",Verse,Rain Over Me,3 chord
Pitbull,"1,5,4",Chorus,Timber Ft Kesha,3 chord
Pitbull,"1,5,4",Chorus Lead-Out,Timber feat Kesha,3 chord
Pitbull feat Kesha,"1,5,4",Intro,Timber,3 chord
Pixies,"4,5,1",Pre-Chorus and Chorus,Here Comes Your Man,3 chord
Pixies,"4,1,6",Intro,Where is my Mind,3 chord
Pizza Girl,"4,5,3",Chorus,Crazy For You,3 chord
Plain White T's,"6,5,4",Chorus,1 2 3 4,3 chord
Plain White T's,"1,6,1",Chorus,Hey There Delilah,3 chord
Plain White T's,"1,4,1",Chorus,Rhythm Of Love,3 chord
Planxty,"1,4,5",Verse,Si Bheag Si Mhor,3 chord
Plastic Tree,"4,5,1",Chorus,Kuuchuu Buranko,3 chord
Plastic Tree,"1,5,6",Verse and Pre-Chorus,Mizuiro Girlfriend,3 chord
Plumb,"6,4,6",Intro,In My Arms,3 chord
Pokemon,"1,4,5",Chorus,Opening Theme,3 chord
Pokemon,"1,5,1",Instrumental,Route 1 - 1st generation,3 chord
Pokemon,"4,5,4",Chorus,Vs Gym Leader,3 chord
Pokemon,"1,5,2",Bridge,What Kind of Pokemon Are You,3 chord
Pokemon Blue and Red,"1,6,5",Chorus,Pallet Town,3 chord
Pokemon Mystery Dungeon,"5,2,5",Verse,Barren Valley,3 chord
Pokemon Mystery Dungeon,"5,4,5",Intro,Fortune Ravine,3 chord
Pokemon Mystery Dungeon,"1,2,5",Chorus,Sky Tower,3 chord
Polly Paulusma,"4,6,5",Chorus,Over The Hill,3 chord
Pomplamoose,"1,6,4",Verse,Bust Your Knee Caps,3 chord
Pomplamoose,"1,4,1",Verse and Pre-Chorus,River Shiver,3 chord
Ponderosa Twins Plus One,"4,5,6",Chorus,Bound,3 chord
Porcupine Tree,"5,2,5",Chorus,Blackest Eyes,3 chord
Porcupine Tree,"4,5,6",Chorus,Buying New Soul,3 chord
Porcupine Tree,"1,5,6",Chorus,Normal,3 chord
Portal 2 Soundtrack,"6,4,5",Verse,Cara Mia,3 chord
Porter Robiinson,"1,5,4",Verse,Sea of Voices,3 chord
Porter Robinson,"6,5,4",Pre-Chorus,Fresh Static Snow,3 chord
Porter Robinson,"6,4,6",Chorus,Lionhearted-ft Urban Cone,3 chord
Porter Robinson,"1,4,5",Pre-Chorus,Unison,3 chord
Porter Robinson and Madeon,"4,5,4",Chorus,Shelter,3 chord
Porter Robinson-ft Urban Cone,"6,5,2",Pre-Chorus,Lionhearted,3 chord
Pr3,"1,5,4",Intro,Overlooked Memories,3 chord
Prince,"4,1,4",Chorus,1999,3 chord
Prince,"1,2,1",Verse,Breakfast Can Wait,3 chord
Procul Harum,"1,6,1",Bridge,Fellow Travellers,3 chord
Procul Harum,"1,4,1",Verse,Shine on Brightly,3 chord
Project 46,"1,5,6",Intro,Forgettable,3 chord
Project 46,"5,6,5",Chorus,Limitless,3 chord
Project 46,"1,4,5",Chorus,Reasons,3 chord
PrototypeRaptor,"1,5,2",Solo,Drive Hard,3 chord
PrototypeRaptor,"1,4,5",Chorus,Mode 7,3 chord
PrototypeRaptor,"5,2,4",Pre-Chorus and Chorus,Timeless,3 chord
Psy,"6,4,2",Intro,Daddy,3 chord
Psy,"6,2,3",Intro and Verse,Gangnam Style,3 chord
Puffy AmiYumi,"6,2,6",Verse,Teen Titans Theme,3 chord
Puppet,"1,4,5",Chorus,Answers,3 chord
Push,"6,5,4",Chorus,Strange World,3 chord
Pusha T - Rick Ross,"1,2,16",Intro,Hold On,3 chord
Pussycat Dolls,"1,5,4",Instrumental,I Hate This Part,3 chord
Pvris,"6,5,4",Chorus,My House,3 chord
Pyotr Ilyich Tchaikovsky,"1,5,6",Verse,Russian Dance 'Trepak',3 chord
Pyotr Ilyich Tchaikovsky,"5,1,5",Chorus,Waltz of the Flowers,3 chord
Pyramid,"4,5,6",Intro and Verse,Wolf,3 chord
QT,"4,6,4",Verse,Hey QT,3 chord
QWEQWE,"6,4,1",Intro,QWEQWE,3 chord
Quad City DJ's,"6,3,6",Chorus,Space Jam,3 chord
Quad City DJ's,"4,5,1",Intro,Space Jam - Grimblee Remix,3 chord
Qubicon and Reunify,"4,5,6",Solo,Utopia,3 chord
Queen,"1,4,1",Verse,Another One Bites The Dust,3 chord
Queen,"1,5,1",Bridge,Bohemian Rhapsody,3 chord
Queen,"1,5,1",Verse,Crazy Little Thing Called Love,3 chord
Queen,"1,5,2",Chorus,Don't Stop Me Now,3 chord
Queen,"1,5,4",Verse,I Want To Break Free,3 chord
Queen,"1,4,5",Verse,Need Your Loving Tonight,3 chord
Queen,"1,6,2",Chorus,Play The Game,3 chord
Queen,"1,4,1",Intro,Seven Seas of Rhye,3 chord
Queen,"5,1,56",Verse,Somebody To Love,3 chord
Queen,"4,5,3",Bridge,The Show Must Go On,3 chord
Queen,"1,5,4",Intro,Under Pressure,3 chord
Queen,"1,4,5",Pre-Chorus and Chorus,Under pressure,3 chord
Queen,"1,4,5",Pre-Chorus,Under pressure P2,3 chord
Queen,"1,5,6",Verse,You're My Best Friend,3 chord
Quintet,"4,5,6",Chorus Lead-Out,Super Robot Wars - So Close Yet so Far,3 chord
Quinton Barnes,"4,6,5",Verse,Running Back To You,3 chord
Quinton Barnes,"1,5,4",Verse,There's No You,3 chord
R E M,"6,5,4",Intro,Losing My Religion,3 chord
R3HAB and KSHMR,"6,5,4",Chorus,Strong,3 chord
RAM and Alex Morph,"1,2,6",Chorus,Grotesque,3 chord
REM,"1,4,1",Intro,Everybody Hurts,3 chord
REM,"4,5,6",Intro,Losing My Religion,3 chord
REM,"1,4,5",Chorus,Stand,3 chord
REO Speedwagon,"4,6,5",Pre-Chorus,Roll With The Changes,3 chord
RIO,"1,5,6",Chorus,Living in Stereo,3 chord
RIO feat Nicco,"1,5,6",Intro,Party Shaker,3 chord
RIhanna,"4,6,5",Verse,Who's that chick,3 chord
Rachel Platten,"1,5,6",Chorus,Fight Song,3 chord
Rachel Platten,"1,6,5",Chorus,Stand By You,3 chord
Radical Face,"1,5,6",Pre-Outro,Welcome Home,3 chord
Radiohead,"6,5,1",Chorus,Airbag,3 chord
Radiohead,"1,4,1",Chorus,Black Star,3 chord
Radiohead,"4,1,4",Intro,Fake Plastic Trees,3 chord
Radiohead,"1,4,1",Outro,Karma Police,3 chord
Radiohead,"1,4,5",Chorus,Let Down,3 chord
Radiohead,"6,4,1",Verse,Lucky,3 chord
Radiohead,"4,1,4",Verse and Pre-Chorus,Motion Picture Soundtrack,3 chord
Radiohead,"1,6,5",Pre-Chorus,Nude,3 chord
Radiohead,"1,6,1",Intro and Verse,Videotape,3 chord
Radiohead,"6,3,4",Intro and Verse,Where I End and You Begin,3 chord
Radix,"4,5,6",Outro,Yuki Satellites,3 chord
Rafael Frost,"5,4,5",Chorus,New York,3 chord
Rafael Frost,"6,4,2",Verse,Slipstream,3 chord
Rainbow,"1,5,4",Pre-Chorus,Stone Cold,3 chord
Ralph Vickers,"6,2,6",Verse,Crucified Dreams - MAP14,3 chord
Ralph Vickers,"4,6,1",Verse,Crucified Dreams - MAP34,3 chord
Ramin Djawadi,"1,2,6",Chorus Lead-Out,Game Of Thrones Theme,3 chord
Ramin Djawadi,"6,2,6",Intro and Verse,Light of the Seven 'Game of Thrones,3 chord
Ramon Tapia,"6,2,3",Chorus,Mini Me,3 chord
Rascal Flatts,"1,5,1",Chorus,Bless The Broken Road,3 chord
Rasen'nawatashi--My Spiral,"1,5,6",Chorus,NiR-Gerda,3 chord
Rasmus Faber,"4,6,5",Chorus,We Go Oh,3 chord
Ratatat,"1,2,4",Instrumental,Loud Pipes,3 chord
Ratatat,"4,1,6",Bridge,Tropicana,3 chord
Ratboy Genius,"1,2,3",Solo 1,I've Cracked Open The World,3 chord
Ratboy Genius,"4,5,1",Intro,Potato Knishes,3 chord
Ratboy Genius,"6,1,2",Verse,Young Mouthbottom,3 chord
Rawnald Gregory Erickson the Second,"6,5,2",Intro,Starfucker,3 chord
Ray Charles,"6,5,4",Intro and Verse,Hit The Road Jack,3 chord
Razihel and Varien,"6,4,6",Intro,Spooky Jack And His Living Dead Symphony,3 chord
Razihel and Virtual Riot,"4,5,6",Chorus,One For All All For One,3 chord
Razihel and Virtual Riot,"1,6,5",Bridge,One For All All For One ,3 chord
Re-Con,"6,4,1",Chorus,Bang-9,3 chord
Re-con and Demand,"1,6,4",Chorus,Like a Rainbow,3 chord
ReLocate,"6,4,5",Chorus,Typhoon,3 chord
Rebecca Sugar,"4,6,5",Bridge,Full Disclosure - Steven Universe,3 chord
Rebecca and Fiona,"1,5,6",Chorus,Bullets - Nause and Adrian Lux Remix,3 chord
Red Hot Chili Peppers,"1,5,6",Pre-Chorus,Breaking the Girl,3 chord
Red Hot Chili Peppers,"1,5,4",Verse,Californication,3 chord
Red Hot Chili Peppers,"1,4,5",Intro,Goodbye Angels,3 chord
Red Hot Chili Peppers,"1,6,4",Bridge,Otherside,3 chord
Red Hot Chili Peppers,"1,5,6",Chorus,Snow -Hey Oh-,3 chord
Red Hot Chili Peppers,"1,5,6",Verse,Under The Bridge,3 chord
Red Velvet,"1,6,2",Pre-Chorus and Chorus,Cool World,3 chord
Rednex,"1,4,5",Chorus,Cotton Eye Joe,3 chord
Reel Big Fish,"1,6,4",Intro,Everyone Else is an Asshole,3 chord
Reel Big Fish,"1,4,5",Intro,I Want Your Girlfriend To Be My Girlfriend Too,3 chord
Reel Big Fish,"1,2,4",Instrumental,Sell Out,3 chord
Reel Big Fish,"1,2,4",Intro and Verse,She's Not the End of the World,3 chord
Reez,"1,5,4",Bridge,Prophecy,3 chord
Regina Spektor,"1,5,4",Chorus,Baby Jesus,3 chord
Regina Spektor,"1,4,5",Chorus,Better,3 chord
Regina Spektor,"1,4,6",Intro,Eet,3 chord
Regina Spektor,"1,4,5",Chorus,Fidelity,3 chord
Regina Spektor,"1,6,4",Verse,Folding Chairs,3 chord
Regina Spektor,"1,6,5",Bridge,Human of the Year,3 chord
Regina Spektor,"6,4,5",Intro,Laughing With,3 chord
Regina Spektor,"1,5,6",Chorus,Samson,3 chord
Regina Spektor,"4,6,1",Verse,The Calculation,3 chord
Regina Spektor,"1,5,4",Verse,The Call,3 chord
Regina Spektor,"1,2,6",Instrumental,You've Got Time,3 chord
Relient K,"1,5,6",Pre-Chorus,Be My Escape,3 chord
Relient K,"1,4,6",Chorus,Forgiven,3 chord
Remioromen,"4,5,1",Verse,Sangatsu kokonoka,3 chord
Renard,"1,5,6",Bridge,Intensive Care Unit,3 chord
Renaud,"1,4,5",Verse,Manhattan-Kaboul,3 chord
Renaud,"6,5,4",Chorus,Mistral Gagnant,3 chord
Rend Collective,"1,5,4",Verse,Movements,3 chord
Restorations,"1,4,1",Intro and Verse,D,3 chord
Revo,"6,5,4",Intro,That Person's Name Is,3 chord
Rex Preston and Miranda Sykes,"1,4,5",Verse,Me And My Sister The Moon,3 chord
Rhapsody,"1,5,6",Verse,Lord Of The Thunder,3 chord
Rhapsody of Fire,"1,5,6",Chorus,Emerald Sword,3 chord
Rhett and Link,"4,6,5",Chorus,My OCD,3 chord
Rhianna,"6,4,1",Chorus,We Found Love Ft Calvin Harris,3 chord
Rhianna ,"6,4,1",Verse and Pre-Chorus,We Found Love Ft Calvin Harris ,3 chord
Rhythm Heaven,"1,5,1",Verse,Built To Scale,3 chord
Rhythm Heaven Fever,"1,5,4",Verse,Catch of the Day,3 chord
Rhythm Heaven Fever,"4,1,6",Pre-Chorus and Chorus,Lonely Storm,3 chord
Rhythm Heaven Fever,"1,5,4",Chorus,Remix 10,3 chord
Rhythm Heaven Fever,"4,5,6",Verse,Tonight,3 chord
Riccardo Cocciante,"1,6,2",Chorus,Belle,3 chord
Riccardo Cocciante,"6,2,5",Verse,Le Temps des Cathedrales,3 chord
Rich Curtis,"1,5,4",Chorus,Latitude End - Andre Sobota Remix,3 chord
Richard Dybeck,"1,6,4",Verse,Du gamla du fria - National Anthem of Sweden,3 chord
Richard Killick,"1,4,1",Verse,You Are The Best Thing In The World,3 chord
Richard Marx,"1,5,6",Chorus,Richard Marx - Right Here Waiting,3 chord
Richard Marx,"1,5,6",Chorus,Right Here Waiting,3 chord
Richard and Robert Sherman,"1,5,1",Chorus,A Spoonful of Sugar,3 chord
Richard and Robert Sherman,"1,5,1",Chorus,Let's Go Fly A Kite,3 chord
Rick Astley,"1,4,5",Chorus,Together Forever,3 chord
Rick Springfield,"1,4,5",Chorus,Human Touch,3 chord
Rick Springfield,"1,5,6",Intro and Verse,Jessie's Girl,3 chord
Rick and Morty,"6,1,3",Verse and Pre-Chorus,Goodbye moonmen,3 chord
Ricky Nelson,"1,6,4",Chorus,Poor Little Fool,3 chord
Ricky Skaggs and Bruce Hornsby,"1,2,4",Chorus,Mandolin Rain,3 chord
Ridiculon,"6,4,6",Instrumental,Chorus Mortus - Binding of Isaac Afterbirth,3 chord
Riggi and Piros,"1,5,6",Verse,Knightlife,3 chord
Righteous Brothers,"1,6,4",Verse,Unchained Melody,3 chord
Rihanna,"4,6,5",Pre-Chorus and Chorus,Diamonds,3 chord
Rihanna,"1,5,4",Chorus,Disturbia,3 chord
Rihanna,"4,5,6",Chorus,Kiss It Better,3 chord
Rihanna,"1,5,6",Pre-Chorus,Love The Way You Lie Part 2,3 chord
Rihanna,"4,5,6",Chorus,Only Girl In The World,3 chord
Rihanna,"5,4,6",Pre-Chorus,Rehab,3 chord
Rihanna,"1,5,6",Bridge,Rude Boy,3 chord
Rihanna,"4,5,6",Verse,S and M,3 chord
Rihanna,"1,2,6",Intro,Stay,3 chord
Rihanna,"4,1,5",Chorus,Take a Bow,3 chord
Rihanna,"1,4,5",Pre-Chorus,Unfaithful,3 chord
Rihanna,"4,5,6",Chorus,What Now,3 chord
Rihanna,"1,5,6",Pre-Chorus,Who's that chick,3 chord
Rihanna,"5,2,3",Chorus,Work,3 chord
Rihanna And Kanye West And Paul McCartney,"1,4,6",Verse,FourFiveSeconds,3 chord
Rikard Nordraak - Bjornstjerne Bjornson,"4,5,1",Instrumental,Ja vi elsker - Norwegian National Anthem,3 chord
Riko Hirai - Reina Kaihara,"4,5,6",Verse and Pre-Chorus,Fairy Dang-Sing - Gekka ni Yousei wa Mau,3 chord
Rilo Kiley,"1,4,5",Chorus,Breakin' Up,3 chord
Rilo Kiley,"1,6,4",Verse,Silver Lining,3 chord
Rise Against,"1,5,4",Chorus,The Good Left Undone,3 chord
Ritchie Valen,"1,4,5",Chorus,La Bamba,3 chord
Riviera The Promised Land,"1,4,5",Pre-Chorus and Chorus,All You Have To Do Is Practice,3 chord
Riviera The Promised Land,"6,5,4",Verse,Elegant Melodies,3 chord
Riviera The Promised Land,"4,5,4",Verse,Elendia the Forest of Spirits,3 chord
Rob Abernethy,"1,5,6",Verse,A Walk In The Shire,3 chord
Rob Gasser,"1,5,6",Chorus,Until Next Time feat Auvic,3 chord
Rob Hubbard,"1,4,5",Verse,Commando Highscore - Remember The War,3 chord
Rob Hubbard,"6,5,4",Intro,Crazy Comets,3 chord
Rob Hubbard,"1,4,5",Verse,Sanxion Loader,3 chord
Rob Thomas,"1,5,2",Chorus,Her Diamonds,3 chord
Rob Yale and Jesse Holt,"4,5,1",Chorus,Muffin Knight Theme,3 chord
Robbie Williams,"6,5,4",Chorus,Advertising Space,3 chord
Robbie Williams,"1,5,4",Chorus,Feel,3 chord
Robbie Williams,"6,4,1",Chorus,Supreme,3 chord
Robbie Williams,"6,1,3",Chorus,Tripping,3 chord
Robert Francis,"1,4,5",Chorus,Junebug,3 chord
Robert Miles,"6,4,2",Intro,Children,3 chord
Robert Miles,"4,6,5",Instrumental,Fable,3 chord
Robert Nickson,"4,6,5",Chorus,Spiral,3 chord
Robert Palmer,"1,5,1",Chorus,Bad Case of Loving You,3 chord
Robert Plant and Alison Krauss,"1,5,6",Verse,Gone Gone Gone,3 chord
Robert Wyatt,"5,1,6",Intro,Sea Song,3 chord
Roberta Flack,"4,1,4",Chorus,Killing Me Softly,3 chord
Robin,"4,5,6",Chorus,Hiljainen Tytto,3 chord
Robin Schulz,"1,6,5",Verse,Headlights,3 chord
Robin Schulz,"6,4,5",Chorus,Sugar feat Francesco Yates,3 chord
Robin Schulz,"6,4,1",Verse and Pre-Chorus,Sun goes down,3 chord
Robin Schulz ft Jasmine Thompson,"1,5,6",Verse,Sun Goes Down,3 chord
Robin Thicke,"1,5,4",Intro,Blurred Lines,3 chord
Robyn,"1,5,6",Verse,Call Your Girlfriend,3 chord
Robyn,"4,6,5",Chorus,Indestructible,3 chord
Robyn,"6,1,3",Chorus,Love Kills,3 chord
Rock Mafia,"6,2,6",Chorus,The Big Bang,3 chord
Rockwell,"4,5,6",Intro,Somebody's Watching Me,3 chord
Rocky Chack,"6,4,2",Bridge,Ringo Hiyori - The Wolf Whistling Song,3 chord
Rod Stewart,"1,6,3",Chorus,Young Turks,3 chord
Rodgers and Hammerstein,"4,5,1",Verse,Do-Re-Mi,3 chord
Rodriguez Jr,"4,5,1",Chorus,Shapes I See,3 chord
Roger Glover,"1,5,1",Verse,Love Is All,3 chord
Roine Stolt,"4,5,6",Intro,Humanizzimo,3 chord
Rolling Stones,"5,1,4",Verse,Mother's Little Helper,3 chord
Romain Gauthier,"1,4,5",Intro,Kakkoii,3 chord
Rome,"1,5,6",Chorus,Seasons,3 chord
Romeo Santos,"1,5,6",Verse,La Diabla,3 chord
Ronan Keating,"1,5,4",Intro and Verse,When You Say Nothing At All,3 chord
Roomie,"1,5,6",Chorus,How To Make A Number One Song Without Talent,3 chord
Rory Gallagher,"1,5,6",Verse,I'm Not Awake Yet,3 chord
Route 94,"6,2,4",Verse,My Love ft Jess Glynne,3 chord
Roxette,"1,5,1",Chorus,How Do You Do,3 chord
Roxette,"1,5,6",Chorus,Listen To Your Heart,3 chord
Roxette,"4,1,5",Outro,The Look,3 chord
Roy Orbison,"1,6,4",Chorus,Oh Pretty Woman,3 chord
Roy Orbison,"1,6,3",Verse and Pre-Chorus,You Got It,3 chord
Royal Republic,"1,4,1",Chorus,Everybody Wants To Be An Astronaut,3 chord
Royksopp,"1,6,3",Verse,Keyboard Milk,3 chord
Royksopp,"6,1,3",Verse,Royksopp Forever,3 chord
Rudimental,"1,4,5",Chorus,Lay It All On Me,3 chord
Rufus Wainwright,"1,5,4",Verse,Instant Pleasure,3 chord
Runaground and Disco Fries,"1,5,6",Chorus,Stars Come Out,3 chord
Runaway Box,"6,2,6",Chorus,One Semester of Spanish Spanish Love Song,3 chord
Runescape,"4,5,6",Solo 1,Harmony,3 chord
Rupert Holmes,"4,6,5",Chorus,Escape,3 chord
Rush,"1,5,4",Verse,By-Tor And The Snow Dog,3 chord
Rush,"1,5,4",Verse,Closer to the Heart,3 chord
